"ano";"mes";"hom_doloso";"lesao_corp_morte";"latrocinio";"hom_por_interv_policial";"letalidade_violenta";"tentat_hom";"lesao_corp_dolosa";"estupro";"hom_culposo";"lesao_corp_culposa";"roubo_comercio";"roubo_residencia";"roubo_veiculo";"roubo_carga";"roubo_transeunte";"roubo_em_coletivo";"roubo_banco";"roubo_cx_eletronico";"roubo_celular";"roubo_conducao_saque";"roubo_apos_saque";"roubo_bicicleta";"outros_roubos";"total_roubos";"furto_veiculos";"furto_transeunte";"furto_coletivo";"furto_celular";"furto_bicicleta";"outros_furtos";"total_furtos";"sequestro";"extorsao";"sequestro_relampago";"estelionato";"apreensao_drogas";"posse_drogas";"trafico_drogas";"apreensao_drogas_sem_autor";"recuperacao_veiculos";"apf";"aaapai";"cmp";"cmba";"ameaca";"pessoas_desaparecidas";"encontro_cadaver";"encontro_ossada";"pol_militares_mortos_serv";"pol_civis_mortos_serv";"indicador_cvli";"indicador_roubo_rua";"indicador_roubo_veic";"indicador_roubo_carga";"registro_ocorrencias";"fase"
2018;5;"2,48";"0,01";"0,08";"0,85";"3,41";"3,13";"30,18";"2,65";"0,92";"13,78";"3,69";"0,61";;"4,4";"47,02";"8,78";"0,01";"0,04";"13,43";"0,04";"0,55";"0,08";"16,29";"120,6";;"9,42";"4,58";"6,87";"1,06";"41,01";"70,91";"0";"0,85";"0,04";"18,49";"11,51";"4,04";"6,55";"1,08";;"17,97";"3,41";"8,37";"1,23";"27,33";"2,18";"0,26";"0,03";;;"2,56";"69,23";;"4,4";"391,67";3
2018;6;"2,19";"0,04";"0,06";"0,91";"3,19";"3,33";"29,1";"2,57";"1,14";"12,7";"3,07";"0,65";;"4,41";"45,17";"7,86";"0,01";"0,04";"13,12";"0,02";"0,47";"0,09";"15,5";"113,85";;"8,57";"4,03";"7,18";"0,91";"37,38";"65,53";"0";"0,78";"0,06";"16,85";"10,56";"3,56";"6,23";"0,98";;"17";"3,38";"7,41";"1,33";"25,83";"2,41";"0,18";"0,01";;;"2,29";"66,16";;"4,41";"362,91";3
2018;7;"2,39";"0,03";"0,05";"0,76";"3,23";"3,18";"30,44";"2,44";"0,89";"13,76";"2,93";"0,55";;"4,26";"43,64";"7,65";"0,01";"0,01";"12,8";"0,03";"0,34";"0,07";"13,53";"106,3";;"9,63";"3,78";"7,96";"0,8";"38,35";"68,06";"0,01";"0,74";"0,05";"18,8";"10,96";"3,86";"6,31";"0,99";;"15,97";"3,54";"8,08";"1,11";"26,73";"2,26";"0,15";"0,03";;;"2,48";"64,08";;"4,26";"365,32";3
2018;8;"2,1";"0,03";"0,08";"1,03";"3,23";"3,12";"27,11";"2,52";"0,91";"13,2";"3,12";"0,63";;"3,92";"42,29";"8,15";"0,01";"0,01";"12,64";"0,02";"0,36";"0,07";"15,26";"109,27";;"9,05";"4,27";"7,58";"0,94";"40,45";"70,43";"0";"0,87";"0,07";"21,06";"11,61";"4,04";"6,65";"1,17";;"17,76";"3,42";"10,06";"1,51";"26,4";"2,2";"0,14";"0,02";;;"2,21";"63,09";;"3,92";"383,24";3
2018;9;"2,22";"0,04";"0,08";"0,63";"2,97";"2,96";"31,11";"2,85";"0,91";"14,58";"2,7";"0,6";;"3,36";"39,33";"7,42";"0,01";"0,01";"12,7";"0,05";"0,93";"0,09";"13,88";"104,68";;"8,26";"3,81";"6,83";"0,94";"38,92";"66,56";"0";"0,85";"0,03";"16,35";"11,4";"4,35";"6,18";"1,07";;"16,29";"2,74";"9,51";"1,11";"27,16";"2,25";"0,1";"0,01";;;"2,35";"59,46";;"3,36";"363,13";3
2018;10;"2,23";"0,01";"0,06";"0,74";"3,04";"2,86";"31,84";"2,84";"0,89";"13,86";"2,64";"0,55";;"3,79";"42,83";"8,38";"0,01";"0,05";"14,41";"0,05";"0,48";"0,1";"13,43";"111,41";;"9,29";"4,28";"7,96";"1,2";"40,94";"71,98";"0";"0,83";"0,05";"17,22";"10,1";"3,88";"5,46";"0,96";;"15,87";"3";"6,43";"0,99";"28,38";"2,48";"0,09";"0,01";;;"2,3";"65,62";;"3,79";"381,64";3
2018;11;"2,2";"0,02";"0,07";"0,79";"3,08";"2,69";"30,69";"2,47";"0,89";"13,28";"2,56";"0,49";;"4,22";"40,81";"8,05";"0,03";"0,02";"13,64";"0,03";"0,46";"0,09";"13,74";"107,84";;"9,07";"4,29";"7,89";"1,02";"40,49";"70,47";"0,01";"0,7";"0,02";"16,74";"9,98";"3,86";"5,41";"0,93";;"16,02";"2,84";"7,17";"1,51";"27,08";"2,38";"0,14";"0,01";;;"2,29";"62,5";;"4,22";"368,02";3
2018;12;"2,01";"0,03";"0,08";"0,51";"2,63";"2,6";"33,35";"2,5";"1,11";"15,05";"2,52";"0,63";;"4,58";"37,54";"6,88";"0,01";"0,02";"12,46";"0,09";"0,42";"0,08";"12,6";"100";;"10,3";"3,6";"8";"0,98";"40,07";"70,82";"0,01";"0,71";"0,04";"15,67";"9,21";"3,72";"4,74";"0,96";;"14,36";"2,85";"6,67";"1,26";"28,1";"2,45";"0,14";"0,02";;;"2,12";"56,88";;"4,58";"360,64";3
2019;1;"2,24";"0,01";"0,09";"0,92";"3,27";"3,35";"37,32";"2,67";"0,91";"13,56";"2,5";"0,67";;"4,3";"43,31";"7,72";"0,01";"0,04";"14,02";"0,03";"0,51";"0,11";"13,74";"108,96";;"11,96";"4,18";"9,19";"0,98";"46,43";"80,95";"0";"0,75";"0,03";"18,16";"11,74";"4,6";"6,26";"1,17";;"16,94";"3,14";"7,36";"1,37";"34,29";"2,6";"0,18";"0,02";;;"2,34";"65,05";;"4,3";"404,41";3
2019;2;"1,88";"0,03";"0,05";"0,84";"2,79";"2,61";"30,25";"2,55";"0,91";"11,87";"2,39";"0,67";;"3,75";"40,65";"7,87";"0,02";"0,01";"12,26";"0,08";"0,35";"0,08";"12,33";"101,1";;"10,97";"3,98";"9,37";"0,92";"42,48";"75,51";"0";"0,84";"0,04";"17,94";"12,14";"4,63";"6,54";"1,17";;"17,84";"3,25";"8,08";"1,36";"28,48";"2,04";"0,21";"0,02";;;"1,95";"60,78";;"3,75";"377,25";3
2019;3;"2";"0,03";"0,06";"0,77";"2,86";"3,42";"34,25";"2,72";"0,93";"12,52";"2,88";"0,55";;"3,7";"44,89";"8,89";"0,01";"0,02";"15,24";"0,03";"0,51";"0,09";"14,78";"113,51";;"16";"3,68";"10,96";"1,17";"49,62";"89,35";"0";"0,92";"0,03";"17,43";"11,27";"4,29";"6,11";"1,05";;"17,56";"3,59";"8,08";"1,78";"32,33";"2,36";"0,17";"0,01";;;"2,09";"69,02";;"3,7";"418,46";3
2019;4;"2,09";"0,01";"0,06";"0,72";"2,88";"2,7";"32,33";"2,8";"1";"12,66";"2,91";"0,72";;"3,87";"40,79";"9,19";"0,01";"0,02";"14,06";"0,06";"0,48";"0,13";"13,02";"107,05";;"8,81";"3,52";"7,65";"1,22";"44,28";"72,7";"0";"0,88";"0,06";"18,91";"11,07";"4,32";"5,92";"1,08";;"18,15";"2,88";"9,56";"2,03";"30,8";"2,37";"0,13";"0,02";;;"2,16";"64,04";;"3,87";"393,28";3
2019;5;"2";"0,01";"0,09";"1";"3,1";"2,77";"28,75";"2,7";"0,84";"13,36";"2,98";"0,54";;"4,12";"42,51";"9,42";"0,01";"0,02";"14,07";"0,05";"0,5";"0,04";"12,85";"108,27";;"8,55";"4,15";"8,25";"1,28";"44,71";"75,51";"0";"0,85";"0,04";"20,28";"11,79";"4,26";"6,57";"1,15";;"18,37";"3,06";"10,27";"1,44";"29,38";"2,26";"0,12";"0,01";;;"2,1";"66";;"4,12";"396,21";3
2019;6;"1,92";"0,02";"0,05";"0,89";"2,87";"2,53";"27,64";"2,4";"0,88";"14,38";"2,21";"0,49";;"3,47";"35,22";"7,46";"0,01";"0,02";"12,67";"0,11";"0,48";"0,05";"11,5";"91,75";;"8,36";"3,65";"7,79";"1,1";"41,86";"70,02";"0";"0,77";"0,03";"17,55";"10,74";"4,42";"5,66";"0,92";;"16,5";"2,71";"9,19";"1,35";"26,06";"2,34";"0,12";"0,01";;;"1,99";"55,35";;"3,47";"354,67";3
2019;7;"1,81";"0,03";"0,08";"1,13";"3,05";"2,29";"27,45";"2,33";"0,87";"13,46";"2,23";"0,42";;"4";"38,44";"7";"0,01";"0";"12,89";"0,07";"0,56";"0,09";"12,24";"96,46";;"9,09";"4,32";"8,06";"1,33";"44,21";"74,85";"0";"0,78";"0,07";"21,01";"10,78";"4,11";"5,77";"1,08";;"16,84";"2,84";"10,75";"1,55";"27,1";"2,32";"0,19";"0,04";;;"1,92";"58,33";;"4";"381,22";3
2019;8;"1,85";"0,01";"0,03";"1";"2,89";"2,63";"27,52";"2,66";"0,94";"14,06";"2,5";"0,6";;"3,39";"37,31";"6,9";"0,01";"0,01";"12,98";"0,05";"0,57";"0,1";"10,39";"93,18";;"9,07";"3,9";"8,87";"1,07";"42,1";"72,87";"0";"0,76";"0,07";"20,5";"10,77";"3,86";"6,17";"0,99";;"18,01";"2,75";"11,73";"1,53";"26,96";"2,12";"0,16";"0,05";;;"1,89";"57,19";;"3,39";"377,5";3
2019;9;"1,79";"0,03";"0,04";"0,89";"2,75";"1,99";"27,68";"2,78";"0,91";"13,57";"2,1";"0,46";;"2,7";"33,45";"5,75";"0";"0,01";"11,93";"0,05";"0,46";"0,12";"8,34";"80,45";;"7,74";"3,45";"8,39";"1,22";"39,48";"67,18";"0";"0,91";"0,04";"19,3";"10,24";"4,04";"5,44";"0,91";;"16,05";"2,68";"11,47";"1,43";"27,65";"2,3";"0,11";"0,08";;;"1,86";"51,13";;"2,7";"345,46";3
2019;10;"1,85";"0,02";"0,02";"0,84";"2,74";"2,46";"32,92";"3,07";"1,07";"13,65";"2,1";"0,55";;"3,35";"36,31";"6,4";"0";"0,04";"12,72";"0,05";"0,5";"0,1";"10,02";"89,6";;"8,88";"4,04";"10,9";"1,38";"43,71";"75,81";"0";"0,88";"0,08";"24,1";"11,01";"4,41";"5,81";"0,97";;"16,93";"3,1";"10,32";"1,63";"30,56";"2,45";"0,1";"0,02";;;"1,9";"55,43";;"3,35";"379,53";3
2019;11;"1,84";"0,02";"0,08";"0,79";"2,73";"2,19";"31,08";"2,43";"1,1";"12,97";"2,05";"0,36";;"3";"31,31";"6,35";"0";"0,02";"11,65";"0,05";"0,6";"0,07";"9,88";"82,48";;"8,79";"3,62";"8,53";"1,34";"40,15";"69,12";"0";"0,66";"0,03";"22,46";"10,19";"4,36";"5,04";"0,97";;"15,7";"2,75";"9,28";"1,27";"28,47";"2,25";"0,12";"0,02";;;"1,94";"49,31";;"3";"350,4";3
2019;12;"1,9";"0,05";"0,03";"0,71";"2,68";"2,35";"31,09";"2,42";"1,09";"13,77";"2,11";"0,51";;"3,5";"29,16";"5,91";"0,04";"0,01";"10,51";"0,06";"0,67";"0,1";"10,18";"80,66";;"8,98";"3,35";"8,16";"1,29";"41,35";"70,2";"0,01";"0,61";"0,04";"20,94";"9,9";"4,77";"4,69";"0,61";;"14,89";"2,31";"6,5";"1,28";"26,86";"2,18";"0,13";"0,01";;;"1,97";"45,58";;"3,5";"343,53";3
2020;1;"2";"0,02";"0,04";"0,87";"2,94";"2,59";"30,82";"2,28";"0,77";"11,17";"2,37";"0,42";;"3,31";"35,58";"6,83";"0,01";"0,03";"12,56";"0,03";"0,56";"0,17";"10,58";"91,07";;"12,14";"3,34";"9,98";"1,59";"49,1";"83,97";"0";"0,56";"0,05";"22,65";"9,86";"4,21";"5,03";"0,8";;"16,38";"2,76";"7,66";"1,52";"28,34";"2,29";"0,21";"0,01";;;"2,06";"54,98";;"3,31";"376,85";2
2020;2;"1,85";"0,01";"0,06";"0,94";"2,86";"2,42";"30,97";"2,4";"0,83";"10,87";"2,19";"0,35";;"2,39";"32,61";"7,49";"0,01";"0,04";"11,84";"0,02";"0,45";"0,07";"8,88";"83,1";;"12,21";"3,25";"12,98";"1,32";"41,95";"78,48";"0";"0,59";"0,06";"20,31";"9,95";"4,44";"5,02";"0,64";;"16,5";"2,47";"6,81";"1,39";"26,58";"2,16";"0,22";"0,01";;;"1,92";"51,94";;"2,39";"359,81";2
2020;3;"2,13";"0,01";"0,05";"0,65";"2,83";"2,07";"23,26";"2,1";"0,72";"7,16";"1,76";"0,41";;"2,09";"25,18";"5,68";"0";"0,04";"8,81";"0,03";"0,53";"0,1";"9,8";"68,43";;"6,92";"2,25";"6,5";"1,03";"38,59";"61,65";"0";"0,57";"0,09";"17,64";"8,4";"3,19";"4,65";"0,73";;"14,53";"2,2";"5,22";"1,03";"18,53";"1,55";"0,09";"0";;;"2,19";"39,67";;"2,09";"284,72";2
2020;4;"1,77";"0,03";"0,03";"1,01";"2,84";"1,85";"15,54";"1,38";"0,72";"3,37";"0,96";"0,32";;"1,92";"14,47";"2,84";"0,01";"0,02";"5,63";"0,01";"0,3";"0,07";"8,02";"45,13";;"1,61";"0,6";"1,73";"0,6";"22,83";"32,64";"0";"0,54";"0,05";"14,8";"8,19";"2,44";"5,24";"0,7";;"13,99";"2,34";"3,1";"0,01";"12,64";"1,02";"0,15";"0,02";;;"1,83";"22,94";;"1,92";"187,23";2
