PL_id,home_team,away_team
9289,Sunderland,Liverpool
9290,Everton,Newcastle United
9291,Cardiff City,Newcastle United
9292,Fulham,Stoke City
9293,Hull City,Aston Villa
9294,Liverpool,Crystal Palace
9295,Manchester City,Everton
9296,Sunderland,Manchester United
9297,Norwich City,Chelsea
9298,Southampton,Swansea City
9299,Tottenham Hotspur,West Ham United
9300,West Bromwich Albion,Arsenal
9301,Arsenal,Norwich City
9302,Chelsea,Cardiff City
9303,Everton,Hull City
9304,Manchester United,Southampton
9305,Newcastle United,Liverpool
9306,Stoke City,West Bromwich Albion
9307,Swansea City,Sunderland
9308,West Ham United,Manchester City
9309,Aston Villa,Tottenham Hotspur
9310,Crystal Palace,Fulham
9311,Aston Villa,Everton
9313,Liverpool,West Bromwich Albion
9314,Manchester United,Stoke City
9315,Norwich City,Cardiff City
9316,Southampton,Fulham
9317,Chelsea,Manchester City
9318,Sunderland,Newcastle United
9319,Swansea City,West Ham United
9320,Tottenham Hotspur,Hull City
9312,Crystal Palace,Arsenal
9321,Arsenal,Liverpool
9322,Fulham,Manchester United
9323,Hull City,Sunderland
9324,Manchester City,Norwich City
9325,Newcastle United,Chelsea
9326,Stoke City,Southampton
9327,West Bromwich Albion,Crystal Palace
9328,West Ham United,Aston Villa
9329,Cardiff City,Swansea City
9330,Everton,Tottenham Hotspur
9331,Aston Villa,Cardiff City
9332,Chelsea,West Bromwich Albion
9333,Crystal Palace,Everton
9334,Liverpool,Fulham
9335,Norwich City,West Ham United
9336,Southampton,Hull City
9337,Manchester United,Arsenal
9338,Sunderland,Manchester City
9339,Swansea City,Stoke City
9340,Tottenham Hotspur,Newcastle United
9341,Arsenal,Southampton
9342,Everton,Liverpool
9343,Fulham,Swansea City
9344,Hull City,Crystal Palace
9345,Newcastle United,Norwich City
9346,Stoke City,Sunderland
9347,West Ham United,Chelsea
9348,Cardiff City,Manchester United
9349,Manchester City,Tottenham Hotspur
9350,West Bromwich Albion,Aston Villa
9351,Aston Villa,Sunderland
9352,Cardiff City,Arsenal
9353,Everton,Stoke City
9354,Newcastle United,West Bromwich Albion
9355,Norwich City,Crystal Palace
9356,West Ham United,Fulham
9357,Chelsea,Southampton
9358,Hull City,Liverpool
9359,Manchester City,Swansea City
9360,Tottenham Hotspur,Manchester United
9361,Crystal Palace,West Ham United
9362,Arsenal,Hull City
9363,Fulham,Tottenham Hotspur
9364,Liverpool,Norwich City
9365,Manchester United,Everton
9366,Southampton,Aston Villa
9367,Stoke City,Cardiff City
9368,Sunderland,Chelsea
9369,Swansea City,Newcastle United
9370,West Bromwich Albion,Manchester City
9371,Crystal Palace,Cardiff City
9372,Liverpool,West Ham United
9373,Manchester United,Newcastle United
9374,Southampton,Manchester City
9375,Stoke City,Chelsea
9376,Sunderland,Tottenham Hotspur
9377,West Bromwich Albion,Norwich City
9378,Arsenal,Everton
9379,Fulham,Aston Villa
9380,Swansea City,Hull City
9381,Cardiff City,West Bromwich Albion
9382,Chelsea,Crystal Palace
9383,Everton,Fulham
9384,Hull City,Stoke City
9385,Manchester City,Arsenal
9386,Newcastle United,Southampton
9387,West Ham United,Sunderland
9388,Aston Villa,Manchester United
9389,Norwich City,Swansea City
9390,Tottenham Hotspur,Liverpool
9391,Crystal Palace,Newcastle United
9392,Fulham,Manchester City
9393,Liverpool,Cardiff City
9394,Manchester United,West Ham United
9395,Stoke City,Aston Villa
9396,Sunderland,Norwich City
9397,West Bromwich Albion,Hull City
9398,Southampton,Tottenham Hotspur
9399,Swansea City,Everton
9400,Arsenal,Chelsea
9401,Aston Villa,Crystal Palace
9402,Cardiff City,Southampton
9403,Chelsea,Swansea City
9404,Everton,Sunderland
9405,Hull City,Manchester United
9406,Manchester City,Liverpool
9407,Newcastle United,Stoke City
9408,Norwich City,Fulham
9409,Tottenham Hotspur,West Bromwich Albion
9410,West Ham United,Arsenal
9411,Aston Villa,Swansea City
9412,Cardiff City,Sunderland
9413,Hull City,Fulham
9414,Manchester City,Crystal Palace
9415,Norwich City,Manchester United
9416,West Ham United,West Bromwich Albion
9417,Chelsea,Liverpool
9418,Everton,Southampton
9419,Newcastle United,Arsenal
9420,Tottenham Hotspur,Stoke City
9421,Arsenal,Cardiff City
9422,Crystal Palace,Norwich City
9423,Fulham,West Ham United
9424,Liverpool,Hull City
9425,Manchester United,Tottenham Hotspur
9426,Southampton,Chelsea
9427,Stoke City,Everton
9428,Sunderland,Aston Villa
9429,Swansea City,Manchester City
9430,West Bromwich Albion,Newcastle United
9431,Cardiff City,West Ham United
9432,Everton,Norwich City
9433,Fulham,Sunderland
9434,Hull City,Chelsea
9435,Manchester United,Swansea City
9436,Southampton,West Bromwich Albion
9437,Tottenham Hotspur,Crystal Palace
9438,Newcastle United,Manchester City
9439,Stoke City,Liverpool
9440,Aston Villa,Arsenal
9441,Arsenal,Fulham
9442,Crystal Palace,Stoke City
9443,Liverpool,Aston Villa
9444,Manchester City,Cardiff City
9445,Norwich City,Hull City
9446,Sunderland,Southampton
9447,West Ham United,Newcastle United
9448,Chelsea,Manchester United
9449,Swansea City,Tottenham Hotspur
9450,West Bromwich Albion,Everton
9451,Crystal Palace,Hull City
9452,Liverpool,Everton
9453,Manchester United,Cardiff City
9454,Norwich City,Newcastle United
9455,Southampton,Arsenal
9456,Swansea City,Fulham
9457,Aston Villa,West Bromwich Albion
9458,Chelsea,West Ham United
9459,Sunderland,Stoke City
9460,Tottenham Hotspur,Manchester City
9461,Cardiff City,Norwich City
9462,Everton,Aston Villa
9463,Fulham,Southampton
9464,Hull City,Tottenham Hotspur
9465,Newcastle United,Sunderland
9466,Stoke City,Manchester United
9467,West Ham United,Swansea City
9468,Arsenal,Crystal Palace
9469,West Bromwich Albion,Liverpool
9470,Manchester City,Chelsea
9471,Aston Villa,West Ham United
9472,Chelsea,Newcastle United
9473,Crystal Palace,West Bromwich Albion
9474,Liverpool,Arsenal
9475,Norwich City,Manchester City
9476,Southampton,Stoke City
9477,Sunderland,Hull City
9478,Swansea City,Cardiff City
9479,Manchester United,Fulham
9480,Tottenham Hotspur,Everton
9481,Cardiff City,Aston Villa
9482,Hull City,Southampton
9483,West Bromwich Albion,Chelsea
9484,West Ham United,Norwich City
9485,Arsenal,Manchester United
9486,Fulham,Liverpool
9487,Newcastle United,Tottenham Hotspur
9488,Stoke City,Swansea City
9489,Arsenal,Sunderland
9490,Cardiff City,Hull City
9491,Chelsea,Everton
9492,Crystal Palace,Manchester United
9493,Manchester City,Stoke City
9494,West Bromwich Albion,Fulham
9495,West Ham United,Southampton
9496,Liverpool,Swansea City
9497,Newcastle United,Aston Villa
9498,Norwich City,Tottenham Hotspur
9499,Everton,West Ham United
9500,Fulham,Chelsea
9501,Hull City,Newcastle United
9502,Southampton,Liverpool
9503,Stoke City,Arsenal
9504,Aston Villa,Norwich City
9505,Swansea City,Crystal Palace
9506,Tottenham Hotspur,Cardiff City
9507,Cardiff City,Fulham
9508,Chelsea,Tottenham Hotspur
9509,Crystal Palace,Southampton
9510,Norwich City,Stoke City
9511,West Bromwich Albion,Manchester United
9512,Aston Villa,Chelsea
9513,Everton,Cardiff City
9514,Fulham,Newcastle United
9515,Hull City,Manchester City
9516,Southampton,Norwich City
9517,Stoke City,West Ham United
9518,Sunderland,Crystal Palace
9519,Swansea City,West Bromwich Albion
9520,Manchester United,Liverpool
9521,Tottenham Hotspur,Arsenal
9522,Cardiff City,Liverpool
9523,Chelsea,Arsenal
9524,Everton,Swansea City
9525,Hull City,West Bromwich Albion
9526,Manchester City,Fulham
9527,Newcastle United,Crystal Palace
9528,Norwich City,Sunderland
9529,West Ham United,Manchester United
9530,Aston Villa,Stoke City
9531,Tottenham Hotspur,Southampton
9532,Arsenal,Swansea City
9533,Manchester United,Manchester City
9534,Newcastle United,Everton
9535,Liverpool,Sunderland
9536,West Ham United,Hull City
9537,Arsenal,Manchester City
9538,Crystal Palace,Chelsea
9539,Manchester United,Aston Villa
9540,Southampton,Newcastle United
9541,Stoke City,Hull City
9542,Swansea City,Norwich City
9543,West Bromwich Albion,Cardiff City
9544,Fulham,Everton
9545,Liverpool,Tottenham Hotspur
9546,Sunderland,West Ham United
9547,Aston Villa,Fulham
9548,Cardiff City,Crystal Palace
9549,Chelsea,Stoke City
9550,Hull City,Swansea City
9551,Manchester City,Southampton
9552,Newcastle United,Manchester United
9553,Norwich City,West Bromwich Albion
9554,Everton,Arsenal
9555,West Ham United,Liverpool
9556,Tottenham Hotspur,Sunderland
9557,Crystal Palace,Aston Villa
9558,Fulham,Norwich City
9559,Southampton,Cardiff City
9560,Stoke City,Newcastle United
9561,Sunderland,Everton
9562,West Bromwich Albion,Tottenham Hotspur
9563,Liverpool,Manchester City
9564,Swansea City,Chelsea
9565,Arsenal,West Ham United
9566,Everton,Crystal Palace
9567,Manchester City,Sunderland
9568,Aston Villa,Southampton
9569,Cardiff City,Stoke City
9570,Chelsea,Sunderland
9571,Newcastle United,Swansea City
9572,Tottenham Hotspur,Fulham
9573,West Ham United,Crystal Palace
9574,Everton,Manchester United
9575,Hull City,Arsenal
9576,Norwich City,Liverpool
9577,Manchester City,West Bromwich Albion
9578,Fulham,Hull City
9579,Manchester United,Norwich City
9580,Southampton,Everton
9581,Stoke City,Tottenham Hotspur
9582,Swansea City,Aston Villa
9583,West Bromwich Albion,West Ham United
9584,Crystal Palace,Manchester City
9585,Liverpool,Chelsea
9586,Sunderland,Cardiff City
9587,Arsenal,Newcastle United
9588,Aston Villa,Hull City
9589,Everton,Manchester City
9590,Manchester United,Sunderland
9591,Newcastle United,Cardiff City
9592,Stoke City,Fulham
9593,Swansea City,Southampton
9594,West Ham United,Tottenham Hotspur
9595,Arsenal,West Bromwich Albion
9596,Chelsea,Norwich City
9597,Crystal Palace,Liverpool
9598,Manchester United,Hull City
9599,Manchester City,Aston Villa
9600,Sunderland,West Bromwich Albion
9601,Cardiff City,Chelsea
9602,Fulham,Crystal Palace
9603,Hull City,Everton
9604,Liverpool,Newcastle United
9605,Manchester City,West Ham United
9606,Norwich City,Arsenal
9607,Southampton,Manchester United
9608,Sunderland,Swansea City
9609,Tottenham Hotspur,Aston Villa
9610,West Bromwich Albion,Stoke City
9611,Arsenal,Crystal Palace
9612,Leicester City,Everton
9613,Manchester United,Swansea City
9614,Queens Park Rangers,Hull City
9615,Stoke City,Aston Villa
9616,West Bromwich Albion,Sunderland
9617,West Ham United,Tottenham Hotspur
9618,Liverpool,Southampton
9619,Newcastle United,Manchester City
9620,Burnley,Chelsea
9621,Aston Villa,Newcastle United
9622,Chelsea,Leicester City
9623,Crystal Palace,West Ham United
9624,Everton,Arsenal
9625,Southampton,West Bromwich Albion
9626,Swansea City,Burnley
9627,Hull City,Stoke City
9628,Sunderland,Manchester United
9629,Tottenham Hotspur,Queens Park Rangers
9630,Manchester City,Liverpool
9631,Burnley,Manchester United
9632,Everton,Chelsea
9633,Manchester City,Stoke City
9634,Newcastle United,Crystal Palace
9635,Queens Park Rangers,Sunderland
9636,Swansea City,West Bromwich Albion
9637,West Ham United,Southampton
9638,Aston Villa,Hull City
9639,Leicester City,Arsenal
9640,Tottenham Hotspur,Liverpool
9641,Arsenal,Manchester City
9644,Liverpool,Aston Villa
9645,Southampton,Newcastle United
9646,Stoke City,Leicester City
9647,Sunderland,Tottenham Hotspur
9648,West Bromwich Albion,Everton
9649,Manchester United,Queens Park Rangers
9650,Hull City,West Ham United
9642,Chelsea,Swansea City
9643,Crystal Palace,Burnley
9651,Aston Villa,Arsenal
9652,Burnley,Sunderland
9653,Newcastle United,Hull City
9654,Queens Park Rangers,Stoke City
9655,Swansea City,Southampton
9656,West Ham United,Liverpool
9657,Everton,Crystal Palace
9658,Leicester City,Manchester United
9659,Manchester City,Chelsea
9660,Tottenham Hotspur,West Bromwich Albion
9661,Arsenal,Tottenham Hotspur
9662,Chelsea,Aston Villa
9663,Crystal Palace,Leicester City
9664,Hull City,Manchester City
9665,Liverpool,Everton
9666,Manchester United,West Ham United
9667,Southampton,Queens Park Rangers
9668,Sunderland,Swansea City
9669,West Bromwich Albion,Burnley
9670,Stoke City,Newcastle United
9671,Aston Villa,Manchester City
9672,Hull City,Crystal Palace
9673,Leicester City,Burnley
9674,Liverpool,West Bromwich Albion
9675,Sunderland,Stoke City
9676,Swansea City,Newcastle United
9677,Chelsea,Arsenal
9678,Manchester United,Everton
9679,Tottenham Hotspur,Southampton
9680,West Ham United,Queens Park Rangers
9681,Arsenal,Hull City
9682,Burnley,West Ham United
9683,Crystal Palace,Chelsea
9684,Everton,Aston Villa
9685,Manchester City,Tottenham Hotspur
9686,Newcastle United,Leicester City
9687,Southampton,Sunderland
9688,Queens Park Rangers,Liverpool
9689,Stoke City,Swansea City
9690,West Bromwich Albion,Manchester United
9691,Liverpool,Hull City
9692,Southampton,Stoke City
9693,Sunderland,Arsenal
9694,Swansea City,Leicester City
9695,West Bromwich Albion,Crystal Palace
9696,West Ham United,Manchester City
9697,Burnley,Everton
9698,Manchester United,Chelsea
9699,Tottenham Hotspur,Newcastle United
9700,Queens Park Rangers,Aston Villa
9701,Arsenal,Burnley
9702,Chelsea,Queens Park Rangers
9703,Everton,Swansea City
9704,Hull City,Southampton
9705,Leicester City,West Bromwich Albion
9706,Newcastle United,Liverpool
9707,Stoke City,West Ham United
9708,Aston Villa,Tottenham Hotspur
9709,Manchester City,Manchester United
9710,Crystal Palace,Sunderland
9711,Burnley,Hull City
9712,Liverpool,Chelsea
9713,Manchester United,Crystal Palace
9714,Queens Park Rangers,Manchester City
9715,Southampton,Leicester City
9716,West Ham United,Aston Villa
9717,Sunderland,Everton
9718,Swansea City,Arsenal
9719,Tottenham Hotspur,Stoke City
9720,West Bromwich Albion,Newcastle United
9721,Arsenal,Manchester United
9722,Chelsea,West Bromwich Albion
9723,Everton,West Ham United
9724,Leicester City,Sunderland
9725,Manchester City,Swansea City
9726,Newcastle United,Queens Park Rangers
9727,Stoke City,Burnley
9728,Crystal Palace,Liverpool
9729,Hull City,Tottenham Hotspur
9730,Aston Villa,Southampton
9731,Burnley,Aston Villa
9732,Liverpool,Stoke City
9733,Manchester United,Hull City
9734,Queens Park Rangers,Leicester City
9735,Sunderland,Chelsea
9736,Swansea City,Crystal Palace
9737,West Bromwich Albion,Arsenal
9738,West Ham United,Newcastle United
9739,Southampton,Manchester City
9740,Tottenham Hotspur,Everton
9741,Burnley,Newcastle United
9742,Crystal Palace,Aston Villa
9743,Leicester City,Liverpool
9744,Manchester United,Stoke City
9745,Swansea City,Queens Park Rangers
9746,West Bromwich Albion,West Ham United
9747,Arsenal,Southampton
9748,Chelsea,Tottenham Hotspur
9749,Everton,Hull City
9750,Sunderland,Manchester City
9752,Liverpool,Sunderland
9753,Manchester City,Everton
9754,Newcastle United,Chelsea
9755,Queens Park Rangers,Burnley
9756,Stoke City,Arsenal
9757,Tottenham Hotspur,Crystal Palace
9758,Aston Villa,Leicester City
9759,West Ham United,Swansea City
9760,Southampton,Manchester United
9751,Hull City,West Bromwich Albion
9761,Arsenal,Newcastle United
9762,Burnley,Southampton
9763,Chelsea,Hull City
9764,Crystal Palace,Stoke City
9765,Leicester City,Manchester City
9766,Sunderland,West Ham United
9767,West Bromwich Albion,Aston Villa
9768,Manchester United,Liverpool
9769,Swansea City,Tottenham Hotspur
9770,Everton,Queens Park Rangers
9771,Aston Villa,Manchester United
9772,Hull City,Swansea City
9773,Manchester City,Crystal Palace
9774,Queens Park Rangers,West Bromwich Albion
9775,Southampton,Everton
9776,Tottenham Hotspur,Burnley
9780,Stoke City,Chelsea
9777,West Ham United,Leicester City
9778,Liverpool,Arsenal
9779,Newcastle United,Sunderland
9781,Arsenal,Queens Park Rangers
9782,Burnley,Liverpool
9783,Chelsea,West Ham United
9784,Crystal Palace,Southampton
9785,Everton,Stoke City
9786,Leicester City,Tottenham Hotspur
9787,Manchester United,Newcastle United
9788,Sunderland,Hull City
9789,Swansea City,Aston Villa
9790,West Bromwich Albion,Manchester City
9791,Aston Villa,Sunderland
9792,Hull City,Leicester City
9793,Manchester City,Burnley
9794,Newcastle United,Everton
9795,Queens Park Rangers,Crystal Palace
9796,Southampton,Chelsea
9797,Stoke City,West Bromwich Albion
9798,Tottenham Hotspur,Manchester United
9799,West Ham United,Arsenal
9800,Liverpool,Swansea City
9801,Aston Villa,Crystal Palace
9802,Hull City,Everton
9803,Liverpool,Leicester City
9804,Manchester City,Sunderland
9805,Newcastle United,Burnley
9806,Queens Park Rangers,Swansea City
9810,West Ham United,West Bromwich Albion
9807,Southampton,Arsenal
9808,Stoke City,Manchester United
9809,Tottenham Hotspur,Chelsea
9811,Burnley,Queens Park Rangers
9812,Chelsea,Newcastle United
9813,Crystal Palace,Tottenham Hotspur
9814,Everton,Manchester City
9815,Leicester City,Aston Villa
9818,West Bromwich Albion,Hull City
9816,Sunderland,Liverpool
9817,Swansea City,West Ham United
9819,Arsenal,Stoke City
9820,Manchester United,Southampton
9821,Aston Villa,Liverpool
9822,Burnley,Crystal Palace
9823,Leicester City,Stoke City
9824,Newcastle United,Southampton
9825,Queens Park Rangers,Manchester United
9826,Swansea City,Chelsea
9827,Tottenham Hotspur,Sunderland
9828,Manchester City,Arsenal
9829,West Ham United,Hull City
9830,Everton,West Bromwich Albion
9831,Chelsea,Manchester City
9832,Crystal Palace,Everton
9833,Hull City,Newcastle United
9834,Liverpool,West Ham United
9835,Manchester United,Leicester City
9836,Stoke City,Queens Park Rangers
9837,Sunderland,Burnley
9838,West Bromwich Albion,Tottenham Hotspur
9839,Arsenal,Aston Villa
9840,Southampton,Swansea City
9841,Aston Villa,Chelsea
9842,Everton,Liverpool
9843,Leicester City,Crystal Palace
9844,Manchester City,Hull City
9845,Queens Park Rangers,Southampton
9846,Swansea City,Sunderland
9847,Tottenham Hotspur,Arsenal
9848,Burnley,West Bromwich Albion
9849,Newcastle United,Stoke City
9850,West Ham United,Manchester United
9853,Liverpool,Tottenham Hotspur
9854,Sunderland,Queens Park Rangers
9855,Chelsea,Everton
9856,Crystal Palace,Newcastle United
9857,Manchester United,Burnley
9858,Southampton,West Ham United
9859,Stoke City,Manchester City
9860,West Bromwich Albion,Swansea City
9851,Arsenal,Leicester City
9852,Hull City,Aston Villa
9861,Aston Villa,Stoke City
9862,Chelsea,Burnley
9863,Crystal Palace,Arsenal
9864,Hull City,Queens Park Rangers
9865,Manchester City,Newcastle United
9866,Sunderland,West Bromwich Albion
9867,Swansea City,Manchester United
9868,Everton,Leicester City
9869,Southampton,Liverpool
9870,Tottenham Hotspur,West Ham United
9871,Burnley,Swansea City
9872,Manchester United,Sunderland
9873,Newcastle United,Aston Villa
9874,Stoke City,Hull City
9875,West Bromwich Albion,Southampton
9876,West Ham United,Crystal Palace
9877,Arsenal,Everton
9878,Liverpool,Manchester City
9880,Hull City,Sunderland
9881,Southampton,Crystal Palace
9882,Liverpool,Burnley
9883,Manchester City,Leicester City
9884,Newcastle United,Manchester United
9885,Queens Park Rangers,Arsenal
9886,Stoke City,Everton
9887,Tottenham Hotspur,Swansea City
9888,West Ham United,Chelsea
9889,Queens Park Rangers,Tottenham Hotspur
9879,Aston Villa,West Bromwich Albion
9890,Arsenal,West Ham United
9891,Burnley,Manchester City
9892,Crystal Palace,Queens Park Rangers
9893,Leicester City,Hull City
9894,Sunderland,Aston Villa
9895,West Bromwich Albion,Stoke City
9896,Chelsea,Southampton
9897,Everton,Newcastle United
9898,Manchester United,Tottenham Hotspur
9899,Swansea City,Liverpool
9900,Aston Villa,Swansea City
9901,Manchester City,West Bromwich Albion
9902,Newcastle United,Arsenal
9903,Southampton,Burnley
9904,Stoke City,Crystal Palace
9905,Tottenham Hotspur,Leicester City
9906,West Ham United,Sunderland
9907,Hull City,Chelsea
9908,Liverpool,Manchester United
9909,Queens Park Rangers,Everton
9910,Arsenal,Liverpool
9911,Chelsea,Stoke City
9912,Everton,Southampton
9913,Leicester City,West Ham United
9914,Manchester United,Aston Villa
9915,Swansea City,Hull City
9916,West Bromwich Albion,Queens Park Rangers
9917,Burnley,Tottenham Hotspur
9918,Sunderland,Newcastle United
9919,Crystal Palace,Manchester City
9920,Aston Villa,Queens Park Rangers
9921,Burnley,Arsenal
9922,Southampton,Hull City
9923,Sunderland,Crystal Palace
9924,Swansea City,Everton
9925,Tottenham Hotspur,Aston Villa
9926,West Bromwich Albion,Leicester City
9927,West Ham United,Stoke City
9928,Manchester United,Manchester City
9929,Queens Park Rangers,Chelsea
9930,Liverpool,Newcastle United
9931,Chelsea,Manchester United
9932,Crystal Palace,West Bromwich Albion
9933,Everton,Burnley
9934,Leicester City,Swansea City
9935,Stoke City,Southampton
9936,Manchester City,West Ham United
9937,Newcastle United,Tottenham Hotspur
9938,Burnley,Leicester City
9939,Crystal Palace,Hull City
9940,Manchester City,Aston Villa
9941,Newcastle United,Swansea City
9942,Queens Park Rangers,West Ham United
9943,Southampton,Tottenham Hotspur
9944,Stoke City,Sunderland
9945,West Bromwich Albion,Liverpool
9946,Arsenal,Chelsea
9947,Everton,Manchester United
9948,Hull City,Liverpool
9949,Leicester City,Chelsea
9950,Aston Villa,Everton
9951,Leicester City,Newcastle United
9952,Liverpool,Queens Park Rangers
9953,Manchester United,West Bromwich Albion
9954,Sunderland,Southampton
9955,Swansea City,Stoke City
9956,West Ham United,Burnley
9957,Chelsea,Crystal Palace
9958,Tottenham Hotspur,Manchester City
9959,Hull City,Arsenal
9960,Aston Villa,West Ham United
9961,Crystal Palace,Manchester United
9962,Everton,Sunderland
9963,Hull City,Burnley
9964,Leicester City,Southampton
9965,Newcastle United,West Bromwich Albion
9966,Stoke City,Tottenham Hotspur
9967,Chelsea,Liverpool
9968,Manchester City,Queens Park Rangers
9969,Arsenal,Swansea City
9970,Burnley,Stoke City
9971,Liverpool,Crystal Palace
9972,Queens Park Rangers,Newcastle United
9973,Southampton,Aston Villa
9974,Sunderland,Leicester City
9975,Tottenham Hotspur,Hull City
9976,West Ham United,Everton
9977,Manchester United,Arsenal
9978,Swansea City,Manchester City
9979,West Bromwich Albion,Chelsea
9980,Arsenal,Sunderland
9981,Arsenal,West Bromwich Albion
9982,Aston Villa,Burnley
9983,Chelsea,Sunderland
9984,Crystal Palace,Swansea City
9985,Everton,Tottenham Hotspur
9986,Hull City,Manchester United
9987,Leicester City,Queens Park Rangers
9988,Manchester City,Southampton
9989,Newcastle United,West Ham United
9990,Stoke City,Liverpool
12115,AFC Bournemouth,Aston Villa
12116,Chelsea,Swansea City
12117,Everton,Watford
12118,Leicester City,Sunderland
12119,Manchester United,Tottenham Hotspur
12120,Norwich City,Crystal Palace
12121,Arsenal,West Ham United
12122,Newcastle United,Southampton
12123,Stoke City,Liverpool
12124,West Bromwich Albion,Manchester City
12125,Aston Villa,Manchester United
12126,Southampton,Everton
12127,Sunderland,Norwich City
12128,Swansea City,Newcastle United
12129,Tottenham Hotspur,Stoke City
12130,Watford,West Bromwich Albion
12131,West Ham United,Leicester City
12132,Crystal Palace,Arsenal
12133,Manchester City,Chelsea
12134,Liverpool,AFC Bournemouth
12135,Crystal Palace,Aston Villa
12136,Leicester City,Tottenham Hotspur
12137,Manchester United,Newcastle United
12138,Norwich City,Stoke City
12139,Sunderland,Swansea City
12140,West Ham United,AFC Bournemouth
12141,Everton,Manchester City
12142,Watford,Southampton
12143,West Bromwich Albion,Chelsea
12144,Arsenal,Liverpool
12145,Aston Villa,Sunderland
12146,AFC Bournemouth,Leicester City
12147,Chelsea,Crystal Palace
12148,Liverpool,West Ham United
12149,Manchester City,Watford
12150,Newcastle United,Arsenal
12151,Stoke City,West Bromwich Albion
12152,Tottenham Hotspur,Everton
12153,Southampton,Norwich City
12154,Swansea City,Manchester United
12155,Arsenal,Stoke City
12156,Crystal Palace,Manchester City
12157,Everton,Chelsea
12158,Manchester United,Liverpool
12159,Norwich City,AFC Bournemouth
12160,Watford,Swansea City
12161,West Bromwich Albion,Southampton
12162,Leicester City,Aston Villa
12163,Sunderland,Tottenham Hotspur
12164,West Ham United,Newcastle United
12165,Aston Villa,West Bromwich Albion
12166,AFC Bournemouth,Sunderland
12167,Chelsea,Arsenal
12168,Manchester City,West Ham United
12169,Newcastle United,Watford
12170,Stoke City,Leicester City
12171,Swansea City,Everton
12172,Liverpool,Norwich City
12173,Southampton,Manchester United
12174,Tottenham Hotspur,Crystal Palace
12175,Leicester City,Arsenal
12176,Liverpool,Aston Villa
12177,Manchester United,Sunderland
12178,Newcastle United,Chelsea
12179,Southampton,Swansea City
12180,Stoke City,AFC Bournemouth
12181,Tottenham Hotspur,Manchester City
12182,West Ham United,Norwich City
12183,Watford,Crystal Palace
12184,West Bromwich Albion,Everton
12185,Aston Villa,Stoke City
12186,AFC Bournemouth,Watford
12187,Chelsea,Southampton
12188,Crystal Palace,West Bromwich Albion
12189,Manchester City,Newcastle United
12190,Norwich City,Leicester City
12191,Sunderland,West Ham United
12192,Arsenal,Manchester United
12193,Everton,Liverpool
12194,Swansea City,Tottenham Hotspur
12195,Chelsea,Aston Villa
12196,Crystal Palace,West Ham United
12197,Everton,Manchester United
12198,Manchester City,AFC Bournemouth
12199,Southampton,Leicester City
12200,Tottenham Hotspur,Liverpool
12201,Watford,Arsenal
12202,West Bromwich Albion,Sunderland
12203,Newcastle United,Norwich City
12204,Swansea City,Stoke City
12205,Arsenal,Everton
12206,Aston Villa,Swansea City
12207,Leicester City,Crystal Palace
12208,Norwich City,West Bromwich Albion
12209,Stoke City,Watford
12210,West Ham United,Chelsea
12211,AFC Bournemouth,Tottenham Hotspur
12212,Liverpool,Southampton
12213,Manchester United,Manchester City
12214,Sunderland,Newcastle United
12215,Chelsea,Liverpool
12216,Crystal Palace,Manchester United
12217,Manchester City,Norwich City
12218,Newcastle United,Stoke City
12219,Swansea City,Arsenal
12220,Watford,West Ham United
12221,West Bromwich Albion,Leicester City
12222,Everton,Sunderland
12223,Southampton,AFC Bournemouth
12224,Tottenham Hotspur,Aston Villa
12225,AFC Bournemouth,Newcastle United
12226,Leicester City,Watford
12227,Manchester United,West Bromwich Albion
12228,Norwich City,Swansea City
12229,Stoke City,Chelsea
12230,Sunderland,Southampton
12231,West Ham United,Everton
12232,Arsenal,Tottenham Hotspur
12233,Aston Villa,Manchester City
12234,Liverpool,Crystal Palace
12235,Chelsea,Norwich City
12236,Everton,Aston Villa
12237,Manchester City,Liverpool
12238,Newcastle United,Leicester City
12239,Southampton,Stoke City
12240,Swansea City,AFC Bournemouth
12241,Watford,Manchester United
12242,West Bromwich Albion,Arsenal
12243,Tottenham Hotspur,West Ham United
12244,Crystal Palace,Sunderland
12245,Aston Villa,Watford
12246,AFC Bournemouth,Everton
12247,Crystal Palace,Newcastle United
12248,Leicester City,Manchester United
12249,Manchester City,Southampton
12250,Sunderland,Stoke City
12251,Liverpool,Swansea City
12252,Norwich City,Arsenal
12253,Tottenham Hotspur,Chelsea
12254,West Ham United,West Bromwich Albion
12255,Arsenal,Sunderland
12256,Chelsea,AFC Bournemouth
12257,Manchester United,West Ham United
12258,Southampton,Aston Villa
12259,Stoke City,Manchester City
12260,Swansea City,Leicester City
12261,Watford,Norwich City
12262,West Bromwich Albion,Tottenham Hotspur
12263,Newcastle United,Liverpool
12264,Everton,Crystal Palace
12265,AFC Bournemouth,Manchester United
12266,Crystal Palace,Southampton
12267,Manchester City,Swansea City
12268,Norwich City,Everton
12269,Sunderland,Watford
12270,West Ham United,Stoke City
12271,Aston Villa,Arsenal
12272,Liverpool,West Bromwich Albion
12273,Tottenham Hotspur,Newcastle United
12274,Leicester City,Chelsea
12275,Chelsea,Sunderland
12276,Everton,Leicester City
12277,Manchester United,Norwich City
12278,Newcastle United,Aston Villa
12279,Southampton,Tottenham Hotspur
12280,Stoke City,Crystal Palace
12281,West Bromwich Albion,AFC Bournemouth
