PL_id,home_team,away_team
22605,Manchester City,Leicester City
22606,Newcastle United,Manchester United
22607,Southampton,Liverpool
22608,Stoke City,Brighton and Hove Albion
22609,Swansea City,Burnley
22610,Tottenham Hotspur,Arsenal
22611,West Ham United,Watford
22612,Arsenal,Manchester City
22613,AFC Bournemouth,Newcastle United
22614,Brighton and Hove Albion,Swansea City
22615,Burnley,Southampton
22616,Crystal Palace,Tottenham Hotspur
22617,Leicester City,Stoke City
22618,Liverpool,West Ham United
22619,Manchester United,Chelsea
22620,Watford,Everton
22621,West Bromwich Albion,Huddersfield Town
22622,Brighton and Hove Albion,Arsenal
22623,Burnley,Everton
22624,Crystal Palace,Manchester United
22625,Leicester City,AFC Bournemouth
22626,Liverpool,Newcastle United
22627,Manchester City,Chelsea
22628,Southampton,Stoke City
22629,Swansea City,West Ham United
22630,Tottenham Hotspur,Huddersfield Town
22631,Watford,West Bromwich Albion
22632,Arsenal,Watford
22633,AFC Bournemouth,Tottenham Hotspur
22634,Chelsea,Crystal Palace
22635,Everton,Brighton and Hove Albion
22636,Huddersfield Town,Swansea City
22637,Manchester United,Liverpool
22638,Newcastle United,Southampton
22639,Stoke City,Manchester City
22640,West Bromwich Albion,Leicester City
22641,West Ham United,Burnley
22642,AFC Bournemouth,West Bromwich Albion
22644,Huddersfield Town,Crystal Palace
22646,Liverpool,Watford
22648,Stoke City,Everton
22361,West Ham United,Southampton
22652,Arsenal,Stoke City
22653,Brighton and Hove Albion,Leicester City
22654,Chelsea,Tottenham Hotspur
22655,Crystal Palace,Liverpool
22656,Everton,Manchester City
22657,Manchester United,Swansea City
22658,Newcastle United,Huddersfield Town
22660,Watford,AFC Bournemouth
22661,West Bromwich Albion,Burnley
22662,Arsenal,Southampton
22663,AFC Bournemouth,Crystal Palace
22664,Brighton and Hove Albion,Huddersfield Town
22665,Chelsea,West Ham United
22666,Everton,Liverpool
22667,Leicester City,Newcastle United
22668,Manchester City,Manchester United
22669,Stoke City,Tottenham Hotspur
22670,Watford,Burnley
22671,West Bromwich Albion,Swansea City
22643,Burnley,Chelsea
22672,Burnley,Leicester City
22673,Crystal Palace,Brighton and Hove Albion
22674,Huddersfield Town,Watford
22675,Liverpool,AFC Bournemouth
22676,Manchester United,West Bromwich Albion
22677,Newcastle United,Arsenal
22678,Southampton,Chelsea
22679,Swansea City,Everton
22680,Tottenham Hotspur,Manchester City
22681,West Ham United,Stoke City
22683,AFC Bournemouth,Manchester United
22684,Brighton and Hove Albion,Tottenham Hotspur
22687,Leicester City,Southampton
22682,Arsenal,West Ham United
22686,Everton,Newcastle United
22688,Manchester City,Swansea City
22689,Stoke City,Burnley
22690,Watford,Crystal Palace
22691,West Bromwich Albion,Liverpool
22692,Burnley,Brighton and Hove Albion
22693,Crystal Palace,Leicester City
22694,Huddersfield Town,Everton
22695,Liverpool,Stoke City
22696,Manchester United,Arsenal
22697,Newcastle United,West Bromwich Albion
22698,Southampton,AFC Bournemouth
22699,Swansea City,Chelsea
22700,Tottenham Hotspur,Watford
22701,West Ham United,Manchester City
22645,Leicester City,Arsenal
22647,Manchester City,Brighton and Hove Albion
22649,Swansea City,Southampton
22650,Tottenham Hotspur,Newcastle United
22651,West Ham United,Manchester United
22685,Chelsea,Huddersfield Town
22702,Arsenal,Burnley
22703,AFC Bournemouth,Swansea City
22704,Brighton and Hove Albion,Manchester United
22705,Chelsea,Liverpool
22706,Everton,Southampton
22707,Leicester City,West Ham United
22708,Manchester City,Huddersfield Town
22709,Stoke City,Crystal Palace
22710,Watford,Newcastle United
22711,West Bromwich Albion,Tottenham Hotspur
22712,Burnley,AFC Bournemouth
22713,Crystal Palace,West Bromwich Albion
22714,Huddersfield Town,Arsenal
22715,Liverpool,Brighton and Hove Albion
22716,Manchester United,Watford
22717,Newcastle United,Chelsea
22718,Southampton,Manchester City
22719,Swansea City,Stoke City
22720,Tottenham Hotspur,Leicester City
22721,West Ham United,Everton
38308,Arsenal,Manchester City
38309,AFC Bournemouth,Cardiff City
38310,Fulham,Crystal Palace
38311,Huddersfield Town,Chelsea
38312,Liverpool,West Ham United
38313,Manchester United,Leicester City
38314,Newcastle United,Tottenham Hotspur
38315,Southampton,Burnley
38316,Watford,Brighton and Hove Albion
38317,Wolverhampton Wanderers,Everton
38318,Brighton and Hove Albion,Manchester United
38319,Burnley,Watford
38320,Cardiff City,Newcastle United
38321,Chelsea,Arsenal
38322,Crystal Palace,Liverpool
38323,Everton,Southampton
38324,Leicester City,Wolverhampton Wanderers
38325,Manchester City,Huddersfield Town
38326,Tottenham Hotspur,Fulham
38327,West Ham United,AFC Bournemouth
38328,Arsenal,West Ham United
38329,AFC Bournemouth,Everton
38330,Fulham,Burnley
38331,Huddersfield Town,Cardiff City
38332,Liverpool,Brighton and Hove Albion
38333,Manchester United,Tottenham Hotspur
38334,Newcastle United,Chelsea
38335,Southampton,Leicester City
38336,Watford,Crystal Palace
38337,Wolverhampton Wanderers,Manchester City
38338,Brighton and Hove Albion,Fulham
38339,Burnley,Manchester United
38340,Cardiff City,Arsenal
38341,Chelsea,AFC Bournemouth
38342,Crystal Palace,Southampton
38343,Everton,Huddersfield Town
38344,Leicester City,Liverpool
38345,Manchester City,Newcastle United
38346,Watford,Tottenham Hotspur
38347,West Ham United,Wolverhampton Wanderers
38348,AFC Bournemouth,Leicester City
38349,Chelsea,Cardiff City
38350,Everton,West Ham United
38351,Huddersfield Town,Crystal Palace
38352,Manchester City,Fulham
38353,Newcastle United,Arsenal
38354,Southampton,Brighton and Hove Albion
38355,Tottenham Hotspur,Liverpool
38356,Watford,Manchester United
38357,Wolverhampton Wanderers,Burnley
38359,Brighton and Hove Albion,Tottenham Hotspur
38360,Burnley,AFC Bournemouth
38361,Cardiff City,Manchester City
38362,Crystal Palace,Newcastle United
38363,Fulham,Watford
38364,Leicester City,Huddersfield Town
38365,Liverpool,Southampton
38366,Manchester United,Wolverhampton Wanderers
38367,West Ham United,Chelsea
38358,Arsenal,Everton
38368,Arsenal,Watford
38369,AFC Bournemouth,Crystal Palace
38370,Cardiff City,Burnley
38371,Chelsea,Liverpool
38372,Everton,Fulham
38373,Huddersfield Town,Tottenham Hotspur
38374,Manchester City,Brighton and Hove Albion
38375,Newcastle United,Leicester City
38376,West Ham United,Manchester United
38377,Wolverhampton Wanderers,Southampton
38378,Brighton and Hove Albion,West Ham United
38379,Burnley,Huddersfield Town
38380,Crystal Palace,Wolverhampton Wanderers
38381,Fulham,Arsenal
38382,Leicester City,Everton
38383,Liverpool,Manchester City
38384,Manchester United,Newcastle United
38385,Southampton,Chelsea
38386,Tottenham Hotspur,Cardiff City
38387,Watford,AFC Bournemouth
38388,Arsenal,Leicester City
38389,AFC Bournemouth,Southampton
38390,Cardiff City,Fulham
38391,Chelsea,Manchester United
38392,Everton,Crystal Palace
38393,Huddersfield Town,Liverpool
38394,Manchester City,Burnley
38395,Newcastle United,Brighton and Hove Albion
38396,West Ham United,Tottenham Hotspur
38397,Wolverhampton Wanderers,Watford
38398,Brighton and Hove Albion,Wolverhampton Wanderers
38399,Burnley,Chelsea
38400,Crystal Palace,Arsenal
38401,Fulham,AFC Bournemouth
38402,Leicester City,West Ham United
38403,Liverpool,Cardiff City
38404,Manchester United,Everton
38405,Southampton,Newcastle United
38406,Tottenham Hotspur,Manchester City
38407,Watford,Huddersfield Town
38408,Arsenal,Liverpool
38409,AFC Bournemouth,Manchester United
38410,Cardiff City,Leicester City
38411,Chelsea,Crystal Palace
38412,Everton,Brighton and Hove Albion
38413,Huddersfield Town,Fulham
38414,Manchester City,Southampton
38415,Newcastle United,Watford
38416,West Ham United,Burnley
38417,Wolverhampton Wanderers,Tottenham Hotspur
38418,Arsenal,Wolverhampton Wanderers
38419,Cardiff City,Brighton and Hove Albion
38420,Chelsea,Everton
38421,Crystal Palace,Tottenham Hotspur
38422,Huddersfield Town,West Ham United
38423,Leicester City,Burnley
38424,Liverpool,Fulham
38425,Manchester City,Manchester United
38426,Newcastle United,AFC Bournemouth
38427,Southampton,Watford
38428,AFC Bournemouth,Arsenal
38429,Brighton and Hove Albion,Leicester City
38430,Burnley,Newcastle United
38431,Everton,Cardiff City
38432,Fulham,Southampton
38433,Manchester United,Crystal Palace
38434,Tottenham Hotspur,Chelsea
38435,Watford,Liverpool
38436,West Ham United,Manchester City
38437,Wolverhampton Wanderers,Huddersfield Town
38438,Arsenal,Tottenham Hotspur
38439,Cardiff City,Wolverhampton Wanderers
38440,Chelsea,Fulham
38441,Crystal Palace,Burnley
38442,Huddersfield Town,Brighton and Hove Albion
38443,Leicester City,Watford
38444,Liverpool,Everton
38445,Manchester City,AFC Bournemouth
38446,Newcastle United,West Ham United
38447,Southampton,Manchester United
38448,AFC Bournemouth,Huddersfield Town
38449,Brighton and Hove Albion,Crystal Palace
38450,Burnley,Liverpool
38451,Fulham,Leicester City
38452,Manchester United,Arsenal
38453,Watford,Manchester City
38454,West Ham United,Cardiff City
38455,Wolverhampton Wanderers,Chelsea
38456,Everton,Newcastle United
38457,Tottenham Hotspur,Southampton
38458,Arsenal,Huddersfield Town
38459,AFC Bournemouth,Liverpool
38460,Burnley,Brighton and Hove Albion
38461,Cardiff City,Southampton
38462,Chelsea,Manchester City
38463,Everton,Watford
38464,Leicester City,Tottenham Hotspur
38465,Manchester United,Fulham
38466,Newcastle United,Wolverhampton Wanderers
38467,West Ham United,Crystal Palace
38468,Brighton and Hove Albion,Chelsea
38469,Crystal Palace,Leicester City
38470,Fulham,West Ham United
38471,Huddersfield Town,Newcastle United
38472,Liverpool,Manchester United
38473,Manchester City,Everton
38474,Southampton,Arsenal
38475,Tottenham Hotspur,Burnley
38476,Watford,Cardiff City
38477,Wolverhampton Wanderers,AFC Bournemouth
38478,Arsenal,Burnley
38479,AFC Bournemouth,Brighton and Hove Albion
38480,Cardiff City,Manchester United
38481,Chelsea,Leicester City
38482,Everton,Tottenham Hotspur
38483,Huddersfield Town,Southampton
38484,Manchester City,Crystal Palace
38485,Newcastle United,Fulham
38486,West Ham United,Watford
38487,Wolverhampton Wanderers,Liverpool
38488,Brighton and Hove Albion,Arsenal
38489,Burnley,Everton
38490,Crystal Palace,Cardiff City
38491,Fulham,Wolverhampton Wanderers
38492,Leicester City,Manchester City
38493,Liverpool,Newcastle United
38494,Manchester United,Huddersfield Town
38495,Southampton,West Ham United
38496,Tottenham Hotspur,AFC Bournemouth
38497,Watford,Chelsea
38498,Brighton and Hove Albion,Everton
38499,Burnley,West Ham United
38500,Crystal Palace,Chelsea
38501,Fulham,Huddersfield Town
38502,Leicester City,Cardiff City
38503,Liverpool,Arsenal
38504,Manchester United,AFC Bournemouth
38505,Southampton,Manchester City
38506,Tottenham Hotspur,Wolverhampton Wanderers
38507,Watford,Newcastle United
38508,Arsenal,Fulham
38509,AFC Bournemouth,Watford
38510,Cardiff City,Tottenham Hotspur
38511,Chelsea,Southampton
38512,Everton,Leicester City
38513,Huddersfield Town,Burnley
38514,Manchester City,Liverpool
38515,Newcastle United,Manchester United
38516,West Ham United,Brighton and Hove Albion
38517,Wolverhampton Wanderers,Crystal Palace
38518,Brighton and Hove Albion,Liverpool
38519,Burnley,Fulham
38520,Cardiff City,Huddersfield Town
38521,Chelsea,Newcastle United
38522,Crystal Palace,Watford
38523,Everton,AFC Bournemouth
38524,Leicester City,Southampton
38525,Manchester City,Wolverhampton Wanderers
38526,Tottenham Hotspur,Manchester United
38527,West Ham United,Arsenal
38528,Arsenal,Chelsea
38529,AFC Bournemouth,West Ham United
38530,Fulham,Tottenham Hotspur
38531,Huddersfield Town,Manchester City
38532,Liverpool,Crystal Palace
38533,Manchester United,Brighton and Hove Albion
38534,Newcastle United,Cardiff City
38535,Southampton,Everton
38536,Watford,Burnley
38537,Wolverhampton Wanderers,Leicester City
38538,Arsenal,Cardiff City
38539,AFC Bournemouth,Chelsea
38540,Fulham,Brighton and Hove Albion
38541,Huddersfield Town,Everton
38542,Manchester United,Burnley
38543,Wolverhampton Wanderers,West Ham United
38544,Liverpool,Leicester City
38545,Newcastle United,Manchester City
38546,Southampton,Crystal Palace
38547,Tottenham Hotspur,Watford
38548,Brighton and Hove Albion,Watford
38549,Burnley,Southampton
38550,Cardiff City,AFC Bournemouth
38551,Chelsea,Huddersfield Town
38552,Crystal Palace,Fulham
38553,Everton,Wolverhampton Wanderers
38554,Leicester City,Manchester United
38555,Manchester City,Arsenal
38556,Tottenham Hotspur,Newcastle United
38557,West Ham United,Liverpool
38573,Everton,Manchester City
38558,Brighton and Hove Albion,Burnley
38559,Crystal Palace,West Ham United
38560,Fulham,Manchester United
38561,Huddersfield Town,Arsenal
38562,Liverpool,AFC Bournemouth
38563,Manchester City,Chelsea
38564,Southampton,Cardiff City
38565,Tottenham Hotspur,Leicester City
38566,Watford,Everton
38567,Wolverhampton Wanderers,Newcastle United
38568,Arsenal,Southampton
38569,AFC Bournemouth,Wolverhampton Wanderers
38570,Burnley,Tottenham Hotspur
38571,Cardiff City,Watford
38574,Leicester City,Crystal Palace
38575,Manchester United,Liverpool
38576,Newcastle United,Huddersfield Town
38577,West Ham United,Fulham
38578,Arsenal,AFC Bournemouth
38579,Cardiff City,Everton
38580,Crystal Palace,Manchester United
38581,Huddersfield Town,Wolverhampton Wanderers
38582,Leicester City,Brighton and Hove Albion
38583,Chelsea,Tottenham Hotspur
38584,Liverpool,Watford
38585,Manchester City,West Ham United
38586,Newcastle United,Burnley
38587,Southampton,Fulham
38588,AFC Bournemouth,Manchester City
38589,Brighton and Hove Albion,Huddersfield Town
38590,Burnley,Crystal Palace
38591,Everton,Liverpool
38592,Fulham,Chelsea
38593,Manchester United,Southampton
38594,Tottenham Hotspur,Arsenal
38595,Watford,Leicester City
38596,West Ham United,Newcastle United
38597,Wolverhampton Wanderers,Cardiff City
38598,Arsenal,Manchester United
38599,Cardiff City,West Ham United
38600,Chelsea,Wolverhampton Wanderers
38601,Crystal Palace,Brighton and Hove Albion
38602,Huddersfield Town,AFC Bournemouth
38603,Leicester City,Fulham
38604,Liverpool,Burnley
38605,Manchester City,Watford
38606,Newcastle United,Everton
38607,Southampton,Tottenham Hotspur
38608,AFC Bournemouth,Newcastle United
38610,Burnley,Leicester City
38611,Everton,Chelsea
38612,Fulham,Liverpool
38616,West Ham United,Huddersfield Town
38572,Chelsea,Brighton and Hove Albion
38618,Arsenal,Newcastle United
38619,Brighton and Hove Albion,Southampton
38620,Burnley,Wolverhampton Wanderers
38621,Cardiff City,Chelsea
38622,Crystal Palace,Huddersfield Town
38623,Fulham,Manchester City
38624,Leicester City,AFC Bournemouth
38625,Liverpool,Tottenham Hotspur
38626,Manchester United,Watford
38627,West Ham United,Everton
38632,Manchester City,Cardiff City
38636,Watford,Fulham
38637,Wolverhampton Wanderers,Manchester United
38628,AFC Bournemouth,Burnley
38629,Chelsea,West Ham United
38630,Everton,Arsenal
38631,Huddersfield Town,Leicester City
38633,Newcastle United,Crystal Palace
38634,Southampton,Liverpool
38609,Brighton and Hove Albion,Cardiff City
38638,Brighton and Hove Albion,AFC Bournemouth
38639,Burnley,Cardiff City
38640,Crystal Palace,Manchester City
38641,Fulham,Everton
38642,Leicester City,Newcastle United
38643,Liverpool,Chelsea
38644,Manchester United,West Ham United
38645,Southampton,Wolverhampton Wanderers
38646,Tottenham Hotspur,Huddersfield Town
38647,Watford,Arsenal
38613,Manchester United,Manchester City
38615,Watford,Southampton
38617,Wolverhampton Wanderers,Arsenal
38635,Tottenham Hotspur,Brighton and Hove Albion
38648,Arsenal,Crystal Palace
38649,AFC Bournemouth,Fulham
38650,Cardiff City,Liverpool
38651,Chelsea,Burnley
38652,Everton,Manchester United
38653,Huddersfield Town,Watford
38654,Manchester City,Tottenham Hotspur
38655,Newcastle United,Southampton
38656,West Ham United,Leicester City
38657,Wolverhampton Wanderers,Brighton and Hove Albion
38658,Brighton and Hove Albion,Newcastle United
38659,Burnley,Manchester City
38660,Crystal Palace,Everton
38661,Fulham,Cardiff City
38662,Leicester City,Arsenal
38663,Liverpool,Huddersfield Town
38664,Manchester United,Chelsea
38665,Southampton,AFC Bournemouth
38666,Tottenham Hotspur,West Ham United
38667,Watford,Wolverhampton Wanderers
38668,Arsenal,Brighton and Hove Albion
38669,AFC Bournemouth,Tottenham Hotspur
38670,Cardiff City,Crystal Palace
38671,Chelsea,Watford
38672,Everton,Burnley
38673,Huddersfield Town,Manchester United
38674,Manchester City,Leicester City
38675,Newcastle United,Liverpool
38676,West Ham United,Southampton
38677,Wolverhampton Wanderers,Fulham
38678,Brighton and Hove Albion,Manchester City
38679,Burnley,Arsenal
38680,Crystal Palace,AFC Bournemouth
38681,Fulham,Newcastle United
38682,Leicester City,Chelsea
38683,Liverpool,Wolverhampton Wanderers
38684,Manchester United,Cardiff City
38685,Southampton,Huddersfield Town
38686,Tottenham Hotspur,Everton
38687,Watford,West Ham United
46605,Liverpool,Norwich City
46606,AFC Bournemouth,Sheffield United
46607,Burnley,Southampton
46608,Crystal Palace,Everton
46609,Leicester City,Wolverhampton Wanderers
46610,Tottenham Hotspur,Aston Villa
46611,Watford,Brighton and Hove Albion
46612,West Ham United,Manchester City
46613,Manchester United,Chelsea
46614,Newcastle United,Arsenal
46615,Arsenal,Burnley
46616,Aston Villa,AFC Bournemouth
46617,Brighton and Hove Albion,West Ham United
46618,Chelsea,Leicester City
46619,Everton,Watford
46620,Manchester City,Tottenham Hotspur
46621,Norwich City,Newcastle United
46622,Sheffield United,Crystal Palace
46623,Southampton,Liverpool
46624,Wolverhampton Wanderers,Manchester United
46625,Aston Villa,Everton
46626,AFC Bournemouth,Manchester City
46627,Brighton and Hove Albion,Southampton
46628,Liverpool,Arsenal
46629,Manchester United,Crystal Palace
46630,Norwich City,Chelsea
46631,Sheffield United,Leicester City
46632,Tottenham Hotspur,Newcastle United
46633,Watford,West Ham United
46634,Wolverhampton Wanderers,Burnley
46635,Arsenal,Tottenham Hotspur
46636,Burnley,Liverpool
46637,Chelsea,Sheffield United
46638,Crystal Palace,Aston Villa
46639,Everton,Wolverhampton Wanderers
46640,Leicester City,AFC Bournemouth
46641,Manchester City,Brighton and Hove Albion
46642,Newcastle United,Watford
46643,Southampton,Manchester United
46644,West Ham United,Norwich City
46645,Aston Villa,West Ham United
46646,AFC Bournemouth,Everton
46647,Brighton and Hove Albion,Burnley
46648,Liverpool,Newcastle United
46649,Manchester United,Leicester City
46650,Norwich City,Manchester City
46651,Sheffield United,Southampton
46652,Tottenham Hotspur,Crystal Palace
46653,Watford,Arsenal
46654,Wolverhampton Wanderers,Chelsea
46655,Arsenal,Aston Villa
46656,Burnley,Norwich City
46657,Chelsea,Liverpool
46658,Crystal Palace,Wolverhampton Wanderers
46659,Everton,Sheffield United
46660,Leicester City,Tottenham Hotspur
46661,Manchester City,Watford
46662,Newcastle United,Brighton and Hove Albion
46663,Southampton,AFC Bournemouth
46664,West Ham United,Manchester United
46665,Aston Villa,Burnley
46666,AFC Bournemouth,West Ham United
46667,Chelsea,Brighton and Hove Albion
46668,Crystal Palace,Norwich City
46669,Everton,Manchester City
46670,Leicester City,Newcastle United
46671,Manchester United,Arsenal
46672,Sheffield United,Liverpool
46673,Tottenham Hotspur,Southampton
46674,Wolverhampton Wanderers,Watford
46675,Arsenal,AFC Bournemouth
46676,Brighton and Hove Albion,Tottenham Hotspur
46677,Burnley,Everton
46678,Liverpool,Leicester City
46679,Manchester City,Wolverhampton Wanderers
46680,Newcastle United,Manchester United
46681,Norwich City,Aston Villa
46682,Southampton,Chelsea
46683,Watford,Sheffield United
46684,West Ham United,Crystal Palace
46685,Aston Villa,Brighton and Hove Albion
46686,AFC Bournemouth,Norwich City
46687,Chelsea,Newcastle United
46688,Crystal Palace,Manchester City
46689,Everton,West Ham United
46690,Leicester City,Burnley
46691,Manchester United,Liverpool
46692,Sheffield United,Arsenal
46693,Tottenham Hotspur,Watford
46694,Wolverhampton Wanderers,Southampton
46695,Arsenal,Crystal Palace
46696,Brighton and Hove Albion,Everton
46697,Burnley,Chelsea
46698,Liverpool,Tottenham Hotspur
46699,Manchester City,Aston Villa
46700,Newcastle United,Wolverhampton Wanderers
46701,Norwich City,Manchester United
46702,Southampton,Leicester City
46703,Watford,AFC Bournemouth
46704,West Ham United,Sheffield United
46705,Arsenal,Wolverhampton Wanderers
46706,Aston Villa,Liverpool
46707,AFC Bournemouth,Manchester United
46708,Brighton and Hove Albion,Norwich City
46709,Crystal Palace,Leicester City
46710,Everton,Tottenham Hotspur
46711,Manchester City,Southampton
46712,Sheffield United,Burnley
46713,Watford,Chelsea
46714,West Ham United,Newcastle United
46715,Burnley,West Ham United
46716,Chelsea,Crystal Palace
46717,Leicester City,Arsenal
46718,Liverpool,Manchester City
46719,Manchester United,Brighton and Hove Albion
46720,Newcastle United,AFC Bournemouth
46721,Norwich City,Watford
46722,Southampton,Everton
46723,Tottenham Hotspur,Sheffield United
46724,Wolverhampton Wanderers,Aston Villa
46725,Arsenal,Southampton
46726,Aston Villa,Newcastle United
46727,AFC Bournemouth,Wolverhampton Wanderers
46728,Brighton and Hove Albion,Leicester City
46729,Crystal Palace,Liverpool
46730,Everton,Norwich City
46731,Manchester City,Chelsea
46732,Sheffield United,Manchester United
46733,Watford,Burnley
46734,West Ham United,Tottenham Hotspur
46735,Burnley,Crystal Palace
46736,Chelsea,West Ham United
46737,Leicester City,Everton
46738,Liverpool,Brighton and Hove Albion
46739,Manchester United,Aston Villa
46740,Newcastle United,Manchester City
46741,Norwich City,Arsenal
46742,Southampton,Watford
46743,Tottenham Hotspur,AFC Bournemouth
46744,Wolverhampton Wanderers,Sheffield United
46745,Arsenal,Brighton and Hove Albion
46746,Burnley,Manchester City
46747,Leicester City,Watford
46748,Manchester United,Tottenham Hotspur
46749,Sheffield United,Newcastle United
46750,Wolverhampton Wanderers,West Ham United
46751,Chelsea,Aston Villa
46752,Crystal Palace,AFC Bournemouth
46753,Liverpool,Everton
46754,Southampton,Norwich City
46755,Aston Villa,Leicester City
46756,AFC Bournemouth,Liverpool
46757,Brighton and Hove Albion,Wolverhampton Wanderers
46758,Everton,Chelsea
46759,Manchester City,Manchester United
46760,Newcastle United,Southampton
46761,Norwich City,Sheffield United
46762,Tottenham Hotspur,Burnley
46763,Watford,Crystal Palace
46764,West Ham United,Arsenal
46765,Arsenal,Manchester City
46766,Burnley,Newcastle United
46767,Chelsea,AFC Bournemouth
46768,Crystal Palace,Brighton and Hove Albion
46769,Leicester City,Norwich City
46770,Liverpool,Watford
46771,Manchester United,Everton
46772,Sheffield United,Aston Villa
46773,Southampton,West Ham United
46774,Wolverhampton Wanderers,Tottenham Hotspur
46775,Aston Villa,Southampton
46776,AFC Bournemouth,Burnley
46777,Brighton and Hove Albion,Sheffield United
46778,Everton,Arsenal
46779,Manchester City,Leicester City
46780,Newcastle United,Crystal Palace
46781,Norwich City,Wolverhampton Wanderers
46782,Tottenham Hotspur,Chelsea
46783,Watford,Manchester United
46785,Aston Villa,Norwich City
46786,AFC Bournemouth,Arsenal
46787,Chelsea,Southampton
46788,Crystal Palace,West Ham United
46789,Everton,Burnley
46790,Leicester City,Liverpool
46791,Manchester United,Newcastle United
46792,Sheffield United,Watford
46793,Tottenham Hotspur,Brighton and Hove Albion
46794,Wolverhampton Wanderers,Manchester City
46795,Arsenal,Chelsea
46796,Brighton and Hove Albion,AFC Bournemouth
46797,Burnley,Manchester United
46798,Liverpool,Wolverhampton Wanderers
46799,Manchester City,Sheffield United
46800,Newcastle United,Everton
46801,Norwich City,Tottenham Hotspur
46802,Southampton,Crystal Palace
46803,Watford,Aston Villa
46804,West Ham United,Leicester City
46805,Arsenal,Manchester United
46806,Brighton and Hove Albion,Chelsea
46807,Burnley,Aston Villa
46808,Liverpool,Sheffield United
46809,Manchester City,Everton
46810,Newcastle United,Leicester City
46811,Norwich City,Crystal Palace
46812,Southampton,Tottenham Hotspur
46813,Watford,Wolverhampton Wanderers
46814,West Ham United,AFC Bournemouth
46815,Aston Villa,Manchester City
46816,AFC Bournemouth,Watford
46817,Chelsea,Burnley
46818,Crystal Palace,Arsenal
46819,Everton,Brighton and Hove Albion
46820,Leicester City,Southampton
46821,Manchester United,Norwich City
46822,Sheffield United,West Ham United
46823,Tottenham Hotspur,Liverpool
46824,Wolverhampton Wanderers,Newcastle United
46825,Arsenal,Sheffield United
46826,Brighton and Hove Albion,Aston Villa
46827,Burnley,Leicester City
46828,Liverpool,Manchester United
46829,Manchester City,Crystal Palace
46830,Newcastle United,Chelsea
46831,Norwich City,AFC Bournemouth
46832,Southampton,Wolverhampton Wanderers
46833,Watford,Tottenham Hotspur
46834,West Ham United,Everton
46784,West Ham United,Liverpool
46835,Aston Villa,Watford
46836,AFC Bournemouth,Brighton and Hove Albion
46837,Everton,Newcastle United
46838,Leicester City,West Ham United
46839,Manchester United,Burnley
46840,Sheffield United,Manchester City
46841,Wolverhampton Wanderers,Liverpool
46842,Chelsea,Arsenal
46843,Crystal Palace,Southampton
46844,Tottenham Hotspur,Norwich City
46845,AFC Bournemouth,Aston Villa
46846,Burnley,Arsenal
46847,Crystal Palace,Sheffield United
46848,Leicester City,Chelsea
46849,Liverpool,Southampton
46850,Manchester United,Wolverhampton Wanderers
46851,Newcastle United,Norwich City
46852,Tottenham Hotspur,Manchester City
46853,Watford,Everton
46854,West Ham United,Brighton and Hove Albion
46855,Arsenal,Newcastle United
46856,Aston Villa,Tottenham Hotspur
46857,Brighton and Hove Albion,Watford
46858,Chelsea,Manchester United
46859,Everton,Crystal Palace
46860,Manchester City,West Ham United
46861,Norwich City,Liverpool
46862,Sheffield United,AFC Bournemouth
46863,Southampton,Burnley
46864,Wolverhampton Wanderers,Leicester City
46865,Arsenal,Everton
46866,Burnley,AFC Bournemouth
46867,Chelsea,Tottenham Hotspur
46868,Crystal Palace,Newcastle United
46869,Leicester City,Manchester City
46870,Liverpool,West Ham United
46871,Manchester United,Watford
46872,Sheffield United,Brighton and Hove Albion
46873,Southampton,Aston Villa
46874,Wolverhampton Wanderers,Norwich City
46876,AFC Bournemouth,Chelsea
46877,Brighton and Hove Albion,Crystal Palace
46878,Everton,Manchester United
46880,Newcastle United,Burnley
46881,Norwich City,Leicester City
46882,Tottenham Hotspur,Wolverhampton Wanderers
46883,Watford,Liverpool
46884,West Ham United,Southampton
46885,Arsenal,West Ham United
46886,Burnley,Tottenham Hotspur
46887,Chelsea,Everton
46888,Crystal Palace,Watford
46889,Leicester City,Aston Villa
46890,Liverpool,AFC Bournemouth
46891,Manchester United,Manchester City
46892,Sheffield United,Norwich City
46893,Southampton,Newcastle United
46894,Wolverhampton Wanderers,Brighton and Hove Albion
46895,Aston Villa,Chelsea
46896,AFC Bournemouth,Crystal Palace
46897,Brighton and Hove Albion,Arsenal
46898,Everton,Liverpool
46899,Manchester City,Burnley
46900,Newcastle United,Sheffield United
46901,Norwich City,Southampton
46902,Tottenham Hotspur,Manchester United
46903,Watford,Leicester City
46904,West Ham United,Wolverhampton Wanderers
46905,Burnley,Watford
46906,Chelsea,Manchester City
46907,Leicester City,Brighton and Hove Albion
46908,Liverpool,Crystal Palace
46909,Manchester United,Sheffield United
46910,Newcastle United,Aston Villa
46911,Norwich City,Everton
46912,Southampton,Arsenal
46913,Tottenham Hotspur,West Ham United
46914,Wolverhampton Wanderers,AFC Bournemouth
46915,Arsenal,Norwich City
46916,Aston Villa,Wolverhampton Wanderers
46917,AFC Bournemouth,Newcastle United
46918,Brighton and Hove Albion,Manchester United
46919,Crystal Palace,Burnley
46920,Everton,Leicester City
46921,Manchester City,Liverpool
46922,Sheffield United,Tottenham Hotspur
46923,Watford,Southampton
46924,West Ham United,Chelsea
46925,Burnley,Sheffield United
46926,Chelsea,Watford
46927,Leicester City,Crystal Palace
46928,Liverpool,Aston Villa
