season,match_week,date,kickoff,referee,stadium,attendance,home,away,home_score,away_score,home_ht_score,away_ht_score,home_goals,away_goals,home_yellow_pl,away_yellow_pl,home_red_pl,away_red_pl,home_posse,away_posse,home_shotsON,away_shotsON,home_shots,away_shots,home_passes,away_passes,home_corners,away_corners,home_offsides,away_offsides,home_yellows,away_yellows,home_reds,away_reds,home_fouls,away_fouls,home_lineup,away_lineup
2019/20,7,Sat 28 Sep 2019,11:00,Paul Tierney,Molineux Stadium- Wolverhampton,Att: 30711,Wolverhampton Wanderers,Watford,2,0,1,0,Matt Doherty 18' - Daryl Janmaat 61' (og) - ,,,José Holebas - ,,,39.1,60.9,2.0,5.0,6.0,14.0,404.0,628.0,1.0,6.0,2.0,1.0,0.0,1.0,0,0,5.0,6.0,Rui Patrício - Willy Boly - Conor Coady - Romain Saïss - Matt Doherty - Jonny - João Moutinho - Leander Dendoncker - Pedro Neto - Raúl Jiménez - Adama Traoré - ,Ben Foster - Daryl JanmaatOwn  - Craig Dawson - Craig Cathcart - José Holebas - Tom Cleverley - Abdoulaye Doucouré - Etienne Capoue - Gerard Deulofeu - Danny Welbeck - Ismaila Sarr - 
2019/20,8,Sun 6 Oct 2019,10:00,Martin Atkinson,Emirates Stadium- London,Att: 60326,Arsenal,AFC Bournemouth,1,0,1,0,David Luiz 9' - ,,Gabriel Martinelli - ,Philip Billing - Jack Stacey - ,,,52.5,47.5,2.0,2.0,12.0,10.0,443.0,403.0,14.0,5.0,0,0,1.0,2.0,0,0,12.0,6.0,Bernd Leno - Sokratis - Calum Chambers - David Luiz - Sead Kolasinac - Dani Ceballos - Nicolas Pépé - Matteo Guendouzi - Granit Xhaka - Bukayo Saka - Pierre-Emerick Aubameyang - ,Aaron Ramsdale - Steve Cook - Nathan Aké - Jack Stacey - Diego Rico - Joshua King - Jefferson Lerma - Harry Wilson - Philip Billing - Dominic Solanke - Callum Wilson - 
2019/20,8,Sat 5 Oct 2019,08:30,Jonathan Moss,Amex Stadium- Falmer,Att: 30610,Brighton and Hove Albion,Tottenham Hotspur,3,0,2,0,Neal Maupay 3' - Aaron Connolly 32'  65' - ,,Dale Stephens - Lewis Dunk - ,Eric Dier - ,,,47.7,52.3,6.0,3.0,17.0,8.0,494.0,547.0,4.0,4.0,1.0,1.0,2.0,1.0,0,0,11.0,7.0,Mat Ryan - Lewis Dunk - Adam Webster - Martín Montoya - Dan Burn - Dale Stephens - Pascal Groß - Aaron Mooy - Steven Alzate - Neal Maupay - Aaron Connolly  - ,Hugo Lloris - Toby Alderweireld - Jan Vertonghen - Moussa Sissoko - Ben Davies - Son Heung-Min - Erik Lamela - Eric Dier - Christian Eriksen - Tanguy Ndombele - Harry Kane - 
2019/20,8,Sat 5 Oct 2019,11:00,Graham Scott,Turf Moor- Burnley,Att: 20650,Burnley,Everton,1,0,0,0,Jeff Hendrick 72' - ,,Jeff Hendrick - Ashley Westwood - ,Séamus Coleman - Djibril Sidibé - ,,Séamus Coleman - ,40.8,59.2,3.0,2.0,9.0,11.0,327.0,471.0,7.0,9.0,5.0,1.0,2.0,1.0,0.0,1.0,5.0,12.0,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Erik Pieters - Jóhann Gudmundsson - Dwight McNeil - Jeff Hendrick  - Ashley Westwood - Chris Wood - Ashley Barnes - ,Jordan Pickford - Michael Keane - Lucas Digne - Yerry Mina - Séamus Coleman  - Richarlison - Fabian Delph - Gylfi Sigurdsson - Alex Iwobi - Morgan Schneiderlin - Dominic Calvert-Lewin - 
2019/20,8,Sat 5 Oct 2019,11:00,Chris Kavanagh,Anfield- Liverpool,Att: 53322,Liverpool,Leicester City,2,1,1,0,Sadio Mané 40' - James Milner 90 +5' (pen) - ,James Maddison 80' - ,Fabinho - ,Wilfred Ndidi - Çaglar Söyüncü - Jonny Evans - Hamza Choudhury - ,,,50.7,49.3,8.0,1.0,18.0,2.0,494.0,478.0,4.0,6.0,3.0,2.0,1.0,4.0,0,0,9.0,17.0,Adrián - Virgil van Dijk - Dejan Lovren - Andrew Robertson - Trent Alexander-Arnold - Fabinho - Georginio Wijnaldum - James MilnerPen. Scored - Roberto Firmino - Sadio Mané - Mohamed Salah - ,Kasper Schmeichel - Ben Chilwell - Çaglar Söyüncü - Jonny Evans - Ricardo Pereira - Youri Tielemans - James Maddison - Harvey Barnes - Wilfred Ndidi - Dennis Praet - Jamie Vardy - 
2019/20,8,Sun 6 Oct 2019,10:00,Craig Pawson,Etihad Stadium- Manchester,Att: 54435,Manchester City,Wolverhampton Wanderers,0,2,0,0,,Adama Traoré 80'  90 +4' - ,Rodrigo - João Cancelo - Ederson - Ilkay Gündogan - Fernandinho - ,Rúben Neves - João Moutinho - ,,,76,24,2,2,18,7,714,230,9,1,1,2,5,2,0,0,11,14,Ederson - Kyle Walker - Fernandinho - João Cancelo - Nicolás Otamendi - Raheem Sterling - Ilkay Gündogan - Rodrigo - David Silva - Riyad Mahrez - Sergio Agüero - ,Rui Patrício - Willy Boly - Conor Coady - Romain Saïss - Rúben Neves - João Moutinho - Rúben Vinagre - Leander Dendoncker - Adama Traoré  - Raúl Jiménez - Patrick Cutrone - 
2019/20,8,Sun 6 Oct 2019,12:30,Mike Dean,St. James' Park- Newcastle,Att: 51198,Newcastle United,Manchester United,1,0,0,0,Matthew Longstaff 72' - ,,DeAndre Yedlin - Fabian Schär - Miguel Almirón - ,Fred - Scott McTominay - Marcos Rojo - ,,,31.9,68.1,2.0,3.0,12.0,12.0,281.0,594.0,4.0,6.0,1.0,2.0,3.0,3.0,0,0,12.0,10.0,Martin Dubravka - Ciaran Clark - Fabian Schär - Jamaal Lascelles - Jetro Willems - DeAndre Yedlin - Matthew Longstaff - Allan Saint-Maximin - Miguel Almirón - Sean Longstaff - Joelinton - ,David de Gea - Harry Maguire - Ashley Young - Diogo Dalot - Axel Tuanzebe - Juan Mata - Andreas Pereira - Fred - Daniel James - Scott McTominay - Marcus Rashford - 
2019/20,8,Sat 5 Oct 2019,11:00,Andy Madley,Carrow Road- Norwich,Att: 27045,Norwich City,Aston Villa,1,5,0,2,Josip Drmic 87' - ,Wesley 14'  30' - Jack Grealish 49' - Conor Hourihane 61' - Douglas Luiz 83' - ,Teemu Pukki - ,John McGinn - Conor Hourihane - Frederic Guilbert - ,,,57.6,42.4,5.0,12.0,21.0,22.0,472.0,345.0,10.0,6.0,0.0,1.0,1.0,3.0,0,0,14.0,17.0,Michael McGovern - Max Aarons - Jamal Lewis - Ibrahim Amadou - Ben Godfrey - Moritz Leitner - Todd Cantwell - Emiliano Buendía - Marco Stiepermann - Kenny McLean - Teemu Pukki - ,Tom Heaton - Matt Targett - Björn Engels - Frederic Guilbert - Tyrone Mings - John McGinn - Marvelous Nakamba - Conor Hourihane  - Wesley  - Jack Grealish - Anwar El Ghazi - 
2019/20,8,Sun 6 Oct 2019,10:00,Paul Tierney,St. Mary's Stadium- Southampton,Att: 31473,Southampton,Chelsea,1,4,1,3,Danny Ings 30' - ,Tammy Abraham 17' - Mason Mount 24' - N'Golo Kanté 40' - Michy Batshuayi 89' - ,,Jorginho - ,,,43.3,56.7,3.0,7.0,10.0,13.0,400.0,528.0,3.0,4.0,1.0,0.0,0.0,1.0,0,0,8.0,15.0,Angus Gunn - Maya Yoshida - Ryan Bertrand - Jan Bednarek - Yan Valery - Oriol Romeu - James Ward-Prowse - Pierre-Emile Højbjerg - Shane Long - Danny Ings - Nathan Redmond - ,Kepa Arrizabalaga - Kurt Zouma - Marcos Alonso - César Azpilicueta - Fikayo Tomori - Jorginho - N'Golo Kanté - Mason Mount - Willian - Tammy Abraham - Callum Hudson-Odoi - 
2019/20,8,Sat 5 Oct 2019,11:00,Andre Marriner,Vicarage Road- Watford,Att: 20811,Watford,Sheffield United,0,0,0,0,,,,Oliver McBurnie - John Lundstram - ,,,39.5,60.5,2.0,3.0,8.0,9.0,360.0,554.0,7.0,7.0,2.0,3.0,0.0,2.0,0,0,7.0,6.0,Ben Foster - Daryl Janmaat - Sebastian Prödl - Craig Cathcart - José Holebas - Christian Kabasele - Tom Cleverley - Abdoulaye Doucouré - Roberto Pereyra - Danny Welbeck - Andre Gray - ,Dean Henderson - Jack O'Connell - Chris Basham - John Egan - George Baldock - Enda Stevens - John Fleck - John Lundstram - Oliver Norwood - Oliver McBurnie - Callum Robinson - 
2019/20,8,Sat 5 Oct 2019,13:30,Michael Oliver,London Stadium- London,Att: 59912,West Ham United,Crystal Palace,1,2,0,0,Sébastien Haller 54' - ,Patrick van Aanholt 63' (pen) - Jordan Ayew 87' - ,Andriy Yarmolenko - Sébastien Haller - Ryan Fredericks - ,Joel Ward - Christian Benteke - ,,,51.7,48.3,4.0,4.0,9.0,7.0,519.0,489.0,2.0,2.0,2.0,4.0,3.0,2.0,0,0,11.0,7.0,Roberto Jiménez - Aaron Cresswell - Angelo Ogbonna - Issa Diop - Ryan Fredericks - Andriy Yarmolenko - Felipe Anderson - Manuel Lanzini - Mark Noble - Declan Rice - Sébastien Haller  - ,Vicente Guaita - Gary Cahill - Joel Ward - Patrick van AanholtPen. Scored - Martin Kelly - James McCarthy - Cheikhou Kouyaté - Wilfried Zaha - Jeffrey Schlupp - James McArthur - Jordan Ayew - 
2019/20,9,Sat 19 Oct 2019,11:00,David Coote,Villa Park- Birmingham,Att: 41826,Aston Villa,Brighton and Hove Albion,2,1,1,1,Jack Grealish 45 +2' - Matt Targett 90 +4' - ,Adam Webster 21' - ,Conor Hourihane - ,Aaron Mooy - Martín Montoya - Solly March - ,,Aaron Mooy - ,48.9,51.1,8.0,5.0,24.0,20.0,441.0,475.0,7.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,9.0,17.0,Tom Heaton - Matt Targett - Björn Engels - Frederic Guilbert - Tyrone Mings - John McGinn - Marvelous Nakamba - Conor Hourihane - Wesley - Jack Grealish - Anwar El Ghazi - ,Mat Ryan - Lewis Dunk - Adam Webster - Martín Montoya - Dan Burn - Dale Stephens - Pascal Groß - Aaron Mooy  - Davy Pröpper - Neal Maupay - Aaron Connolly - 
2019/20,9,Sat 19 Oct 2019,11:00,Lee Mason,Vitality Stadium- Bournemouth,Att: 10669,AFC Bournemouth,Norwich City,0,0,0,0,,,Adam Smith - ,Jamal Lewis - Kenny McLean - Teemu Pukki - ,,,47.7,52.3,2.0,1.0,11.0,10.0,407.0,469.0,6.0,7.0,2.0,2.0,1.0,3.0,0,0,8.0,11.0,Aaron Ramsdale - Steve Cook - Nathan Aké - Adam Smith - Diego Rico - Lewis Cook - Harry Wilson - Ryan Fraser - Philip Billing - Dominic Solanke - Callum Wilson - ,Tim Krul - Max Aarons - Jamal Lewis - Ibrahim Amadou - Ben Godfrey - Moritz Leitner - Todd Cantwell - Emiliano Buendía - Kenny McLean - Alexander Tettey - Teemu Pukki - 
2019/20,9,Sat 19 Oct 2019,11:00,Andre Marriner,Stamford Bridge- London,Att: 40513,Chelsea,Newcastle United,1,0,0,0,Marcos Alonso 73' - ,,Marcos Alonso - Fikayo Tomori - ,Ciaran Clark - ,,,71.1,28.9,8.0,0.0,16.0,5.0,634.0,258.0,11.0,0.0,1.0,1.0,2.0,1.0,0,0,9.0,12.0,Kepa Arrizabalaga - Kurt Zouma - Marcos Alonso  - César Azpilicueta - Fikayo Tomori - Jorginho - Ross Barkley - Mason Mount - Willian - Tammy Abraham - Callum Hudson-Odoi - ,Martin Dubravka - Ciaran Clark - Fabian Schär - Jamaal Lascelles - Jetro Willems - DeAndre Yedlin - Matthew Longstaff - Allan Saint-Maximin - Miguel Almirón - Sean Longstaff - Joelinton - 
2019/20,9,Sat 19 Oct 2019,13:30,Anthony Taylor,Selhurst Park- London,Att: 25480,Crystal Palace,Manchester City,0,2,0,2,,Gabriel Jesus 39' - David Silva 41' - ,Luka Milivojevic - ,Raheem Sterling - ,,,28.7,71.3,2.0,10.0,7.0,21.0,276.0,682.0,1.0,8.0,3.0,2.0,1.0,1.0,0,0,8.0,10.0,Wayne Hennessey - Gary Cahill - Joel Ward - Patrick van Aanholt - James Tomkins - Luka Milivojevic - Cheikhou Kouyaté - Wilfried Zaha - Jeffrey Schlupp - James McArthur - Jordan Ayew - ,Ederson - Rodrigo - Benjamin Mendy - Fernandinho - João Cancelo - Ilkay Gündogan - Kevin De Bruyne - David Silva - Raheem Sterling - Gabriel Jesus - Bernardo Silva - 
2019/20,9,Sat 19 Oct 2019,08:30,Paul Tierney,Goodison Park- Liverpool,Att: 39263,Everton,West Ham United,2,0,1,0,Bernard 17' - Gylfi Sigurdsson 90 +2' - ,,Tom Davies - André Gomes - ,Declan Rice - Issa Diop - ,,,51.3,48.7,10.0,4.0,19.0,8.0,390.0,384.0,11.0,2.0,9.0,4.0,2.0,2.0,0,0,15.0,15.0,Jordan Pickford - Michael Keane - Lucas Digne - Yerry Mina - Djibril Sidibé - Theo Walcott - Alex Iwobi - Bernard - André Gomes - Tom Davies - Richarlison - ,Roberto Jiménez - Angelo Ogbonna - Issa Diop - Ryan Fredericks - Arthur Masuaku - Felipe Anderson - Manuel Lanzini - Mark Noble - Pablo Fornals - Declan Rice - Sébastien Haller - 
2019/20,9,Sat 19 Oct 2019,11:00,Jonathan Moss,King Power Stadium- Leicester,Att: 32105,Leicester City,Burnley,2,1,1,1,Jamie Vardy 45' - Youri Tielemans 74' - ,Chris Wood 26' - ,,Jeff Hendrick - Chris Wood - Matthew Lowton - ,,,64.5,35.5,3.0,4.0,19.0,13.0,556.0,303.0,9.0,4.0,2.0,3.0,0.0,3.0,0,0,4.0,10.0,Kasper Schmeichel - Ben Chilwell - Çaglar Söyüncü - Jonny Evans - Ricardo Pereira - Youri Tielemans - James Maddison - Harvey Barnes - Ayoze Pérez - Wilfred Ndidi - Jamie Vardy - ,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Erik Pieters - Dwight McNeil - Robbie Brady - Jeff Hendrick - Ashley Westwood - Chris Wood  - Jay Rodriguez - 
2019/20,9,Sun 20 Oct 2019,13:30,Martin Atkinson,Old Trafford- Manchester,Att: 73737,Manchester United,Liverpool,1,1,1,0,Marcus Rashford 36' - ,Adam Lallana 85' - ,,Fabinho - ,,,32,68,2,4,7,10,299,652,3,1,4,1,0,1,0,0,6,14,David de Gea - Victor Lindelöf - Harry Maguire - Marcos Rojo - Fred - Ashley Young - Aaron Wan-Bissaka - Scott McTominay - Marcus Rashford - Andreas Pereira - Daniel James - ,Alisson - Virgil van Dijk - Andrew Robertson - Joel Matip - Trent Alexander-Arnold - Fabinho - Georginio Wijnaldum - Jordan Henderson - Roberto Firmino - Sadio Mané - Divock Origi - 
2019/20,9,Mon 21 Oct 2019,17:00,Mike Dean,Bramall Lane- Sheffield,Att: 30775,Sheffield United,Arsenal,1,0,1,0,Lys Mousset 30' - ,,John Fleck - Jack O'Connell - David McGoldrick - Dean Henderson - ,Bukayo Saka - Sead Kolasinac - Sokratis - Calum Chambers - ,,,31.4,68.6,2.0,3.0,8.0,9.0,287.0,633.0,7.0,12.0,1.0,1.0,4.0,4.0,0,0,10.0,12.0,Dean Henderson - Jack O'Connell - Chris Basham - John Egan - George Baldock - Enda Stevens - John Fleck - John Lundstram - Oliver Norwood - David McGoldrick - Lys Mousset - ,Bernd Leno - Sokratis - Calum Chambers - David Luiz - Sead Kolasinac - Nicolas Pépé - Joseph Willock - Matteo Guendouzi - Granit Xhaka - Bukayo Saka - Pierre-Emerick Aubameyang - 
2019/20,9,Sat 19 Oct 2019,11:00,Chris Kavanagh,Tottenham Hotspur Stadium- London,Att: 58754,Tottenham Hotspur,Watford,1,1,0,1,Dele Alli 86' - ,Abdoulaye Doucouré 6' - ,Davinson Sánchez - Moussa Sissoko - Danny Rose - Dele Alli - ,Roberto Pereyra - Kiko Femenía - José Holebas - ,,,69.4,30.6,2.0,2.0,12.0,7.0,686.0,313.0,11.0,2.0,5.0,1.0,4.0,3.0,0,0,5.0,9.0,Paulo Gazzaniga - Toby Alderweireld - Jan Vertonghen - Davinson Sánchez - Danny Rose - Harry Winks - Moussa Sissoko - Serge Aurier - Harry Kane - Dele Alli  - Lucas Moura - ,Ben Foster - Daryl Janmaat - Craig Dawson - Craig Cathcart - José Holebas - Christian Kabasele - Tom Cleverley - Nathaniel Chalobah - Abdoulaye Doucouré - Danny Welbeck - Roberto Pereyra - 
2019/20,9,Sat 19 Oct 2019,11:00,Peter Bankes,Molineux Stadium- Wolverhampton,Att: 30915,Wolverhampton Wanderers,Southampton,1,1,0,0,Raúl Jiménez 61' (pen) - ,Danny Ings 53' - ,Raúl Jiménez - Conor Coady - Jesús Vallejo - ,Yan Valery - Ryan Bertrand - ,,,57,43,1,5,4,14,511,385,1,3,1,2,3,2,0,0,10,17,Rui Patrício - Ryan Bennett - Willy Boly - Conor Coady - Rúben Neves - Jonny - João Moutinho - Leander Dendoncker - Adama Traoré - Raúl Jiménez Pen. Scored - Patrick Cutrone - ,Angus Gunn - Maya Yoshida - Jannik Vestergaard - Jan Bednarek - Oriol Romeu - Ryan Bertrand - Pierre-Emile Højbjerg - Yan Valery - Danny Ings - James Ward-Prowse - Nathan Redmond - 
2019/20,10,Sun 27 Oct 2019,14:30,Martin Atkinson,Emirates Stadium- London,Att: 60345,Arsenal,Crystal Palace,2,2,2,1,Sokratis 7' - David Luiz 9' - ,Luka Milivojevic 32' (pen) - Jordan Ayew 52' - ,Calum Chambers - Matteo Guendouzi - ,,,,56.2,43.8,6.0,4.0,15.0,10.0,444.0,345.0,12.0,5.0,1.0,1.0,2.0,0.0,0,0,18.0,9.0,Bernd Leno - Kieran Tierney - Sokratis - Calum Chambers - David Luiz - Dani Ceballos - Nicolas Pépé - Matteo Guendouzi - Granit Xhaka - Alexandre Lacazette - Pierre-Emerick Aubameyang - ,Wayne Hennessey - Gary Cahill - Joel Ward - Patrick van Aanholt - James Tomkins - Luka MilivojevicPen. Scored - Cheikhou Kouyaté - Andros Townsend - Wilfried Zaha - James McArthur - Jordan Ayew - 
2019/20,10,Sat 26 Oct 2019,12:00,Andy Madley,Amex Stadium- Falmer,Att: 30529,Brighton and Hove Albion,Everton,3,2,1,1,Pascal Groß 15' - Neal Maupay 80' (pen) - Lucas Digne 90 +4' (og) - ,Adam Webster 20' (og) - Dominic Calvert-Lewin 74' - ,Dale Stephens - Davy Pröpper - ,Mason Holgate - ,,,55.5,44.5,4.0,6.0,8.0,10.0,533.0,425.0,0.0,5.0,3.0,2.0,2.0,1.0,0,0,12.0,12.0,Mat Ryan - Lewis Dunk - Adam WebsterOwn  - Martín Montoya - Dan Burn - Dale Stephens - Pascal Groß - Davy Pröpper - Steven Alzate - Neal MaupayPen. Scored - Aaron Connolly - ,Jordan Pickford - Mason Holgate - Michael Keane - Lucas DigneOwn  - Djibril Sidibé - Theo Walcott - Alex Iwobi - Bernard - André Gomes - Tom Davies - Richarlison - 
2019/20,10,Sat 26 Oct 2019,14:30,Michael Oliver,Turf Moor- Burnley,Att: 20975,Burnley,Chelsea,2,4,0,2,Jay Rodriguez 86' - Dwight McNeil 89' - ,Christian Pulisic 21'  45'  56' - Willian 58' - ,Jeff Hendrick - Erik Pieters - Robbie Brady - ,Willian - Callum Hudson-Odoi - ,,,36.7,63.3,5.0,7.0,13.0,16.0,390.0,691.0,5.0,6.0,1.0,0.0,3.0,2.0,0,0,7.0,8.0,Nick Pope - Matthew Lowton - James Tarkowski - Ben Mee - Erik Pieters - Jack Cork - Dwight McNeil - Jeff Hendrick - Ashley Westwood - Ashley Barnes - Jay Rodriguez - ,Kepa Arrizabalaga - Kurt Zouma - Marcos Alonso - César Azpilicueta - Fikayo Tomori - Christian Pulisic   - Jorginho - Willian  - Mateo Kovacic - Mason Mount - Tammy Abraham - 
2019/20,10,Sun 27 Oct 2019,14:30,Anthony Taylor,Anfield- Liverpool,Att: 53222,Liverpool,Tottenham Hotspur,2,1,0,1,Jordan Henderson 52' - Mohamed Salah 75' (pen) - ,Harry Kane 1' - ,Dejan Lovren - Trent Alexander-Arnold - James Milner - ,Moussa Sissoko - Danny Rose - Tanguy Ndombele - ,,,68,32,13,4,21,11,631,298,8,3,0,4,3,3,0,0,9,11,Alisson - Virgil van Dijk - Dejan Lovren - Andrew Robertson - Trent Alexander-Arnold - Fabinho - Georginio Wijnaldum - Jordan Henderson - Roberto Firmino - Sadio Mané - Mohamed SalahPen. Scored - ,Paulo Gazzaniga - Danny Rose - Toby Alderweireld - Davinson Sánchez - Serge Aurier - Harry Winks - Moussa Sissoko - Dele Alli - Son Heung-Min - Harry Kane - Christian Eriksen - 
2019/20,10,Sat 26 Oct 2019,09:30,Graham Scott,Etihad Stadium- Manchester,Att: 54506,Manchester City,Aston Villa,3,0,0,0,Raheem Sterling 46' - David Silva 65' - Ilkay Gündogan 70' - ,,Fernandinho - Ilkay Gündogan - ,Jack Grealish - ,Fernandinho - ,,63.1,36.9,10.0,5.0,26.0,11.0,597.0,341.0,13.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0,10.0,5.0,Ederson - John Stones - Benjamin Mendy - Fernandinho  - João Cancelo - Ilkay Gündogan  - Kevin De Bruyne - David Silva - Raheem Sterling - Gabriel Jesus - Bernardo Silva - ,Tom Heaton - Matt Targett - Björn Engels - Frederic Guilbert - Tyrone Mings - Douglas Luiz - John McGinn - Jack Grealish - Marvelous Nakamba - Trézéguet - Wesley - 
2019/20,10,Sun 27 Oct 2019,12:00,Kevin Friend,St. James' Park- Newcastle,Att: 46019,Newcastle United,Wolverhampton Wanderers,1,1,1,0,Jamaal Lascelles 37' - ,Jonny 73' - ,Ciaran Clark - Jamaal Lascelles - ,Romain Saïss - Rúben Neves - ,Sean Longstaff - ,,43.1,56.9,2.0,5.0,13.0,13.0,405.0,533.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,8.0,16.0,Martin Dubravka - Ciaran Clark - Jamaal Lascelles  - Jetro Willems - Federico Fernández - DeAndre Yedlin - Matthew Longstaff - Allan Saint-Maximin - Miguel Almirón - Sean Longstaff - Joelinton - ,Rui Patrício - Matt Doherty - Conor Coady - Romain Saïss - Rúben Neves - Jonny - João Moutinho - Leander Dendoncker - Adama Traoré - Raúl Jiménez - Diogo Jota - 
2019/20,10,Sun 27 Oct 2019,14:30,Stuart Attwell,Carrow Road- Norwich,Att: 27108,Norwich City,Manchester United,1,3,0,2,Onel Hernández 88' - ,Scott McTominay 21' - Marcus Rashford 30' - Anthony Martial 73' - ,Ben Godfrey - Max Aarons - ,Aaron Wan-Bissaka - Ashley Young - ,,,46.1,53.9,3.0,11.0,10.0,21.0,417.0,480.0,1.0,10.0,1.0,0.0,2.0,2.0,0,0,13.0,10.0,Tim Krul - Max Aarons - Jamal Lewis - Ibrahim Amadou - Ben Godfrey - Moritz Leitner - Todd Cantwell - Emiliano Buendía - Kenny McLean - Alexander Tettey - Teemu Pukki - ,David de Gea - Victor Lindelöf - Harry Maguire - Ashley Young - Aaron Wan-Bissaka - Marcus Rashford - Andreas Pereira - Fred - Daniel James - Scott McTominay - Anthony Martial - 
2019/20,10,Fri 25 Oct 2019,17:00,Andre Marriner,St. Mary's Stadium- Southampton,Att: 28762,Southampton,Leicester City,0,9,0,5,,Ben Chilwell 10' - Youri Tielemans 17' - Ayoze Pérez 19'  39'  57' - Jamie Vardy 45'  58'  90 +4' (pen) - James Maddison 85' - ,,,Ryan Bertrand - ,,27.4,72.6,3.0,15.0,6.0,25.0,272.0,709.0,2.0,7.0,1.0,0.0,0,0,1.0,0.0,3.0,12.0,Angus Gunn - Maya Yoshida - Jannik Vestergaard - Jan Bednarek - Oriol Romeu - James Ward-Prowse - Ryan Bertrand - Pierre-Emile Højbjerg - Yan Valery - Danny Ings - Nathan Redmond - ,Kasper Schmeichel - Ben Chilwell - Çaglar Söyüncü - Jonny Evans - Ricardo Pereira - Youri Tielemans - James Maddison - Harvey Barnes - Ayoze Pérez   - Wilfred Ndidi - Jamie Vardy  Pen. Scored - 
2019/20,10,Sat 26 Oct 2019,12:00,Mike Dean,Vicarage Road- Watford,Att: 20821,Watford,AFC Bournemouth,0,0,0,0,,,Craig Dawson - Gerard Deulofeu - Abdoulaye Doucouré - Will Hughes - Roberto Pereyra - ,Callum Wilson - Diego Rico - Philip Billing - ,,,40.2,59.8,3.0,5.0,7.0,15.0,337.0,501.0,5.0,10.0,5.0,3.0,5.0,3.0,0,0,14.0,8.0,Ben Foster - Daryl Janmaat - Craig Dawson - Adam Masina - Craig Cathcart - Christian Kabasele - Tom Cleverley - Nathaniel Chalobah - Abdoulaye Doucouré - Gerard Deulofeu - Roberto Pereyra - ,Aaron Ramsdale - Steve Cook - Nathan Aké - Adam Smith - Diego Rico - Jefferson Lerma - Arnaut Danjuma Groeneveld - Ryan Fraser - Philip Billing - Joshua King - Callum Wilson - 
2019/20,10,Sat 26 Oct 2019,12:00,David Coote,London Stadium- London,Att: 59878,West Ham United,Sheffield United,1,1,1,0,Robert Snodgrass 44' - ,Lys Mousset 69' - ,Issa Diop - Fabián Balbuena - ,George Baldock - Enda Stevens - ,,,60.8,39.2,4.0,4.0,12.0,10.0,545.0,357.0,10.0,4.0,4.0,4.0,2.0,2.0,0,0,7.0,10.0,Roberto Jiménez - Aaron Cresswell - Fabián Balbuena - Pablo Zabaleta - Issa Diop - Andriy Yarmolenko - Felipe Anderson - Robert Snodgrass - Mark Noble - Declan Rice - Sébastien Haller - ,Dean Henderson - Jack O'Connell - Chris Basham - John Egan - George Baldock - Enda Stevens - John Fleck - John Lundstram - Oliver Norwood - Callum Robinson - David McGoldrick - 
2019/20,11,Sat 2 Nov 2019,13:00,Michael Oliver,Emirates Stadium- London,Att: 60383,Arsenal,Wolverhampton Wanderers,1,1,1,0,Pierre-Emerick Aubameyang 21' - ,Raúl Jiménez 76' - ,,Romain Saïss - Diogo Jota - ,,,57.5,42.5,4.0,8.0,10.0,24.0,539.0,397.0,8.0,9.0,2.0,2.0,0.0,2.0,0,0,6.0,15.0,Bernd Leno - Kieran Tierney - Sokratis - Calum Chambers - David Luiz - Dani Ceballos - Mesut Özil - Lucas Torreira - Matteo Guendouzi - Alexandre Lacazette - Pierre-Emerick Aubameyang - ,Rui Patrício - Conor Coady - Romain Saïss - Leander Dendoncker - Matt Doherty - Rúben Neves - Jonny - João Moutinho - Raúl Jiménez - Diogo Jota - Adama Traoré - 
2019/20,11,Sat 2 Nov 2019,13:00,Jonathan Moss,Villa Park- Birmingham,Att: 41878,Aston Villa,Liverpool,1,2,1,0,Trézéguet 21' - ,Andrew Robertson 87' - Sadio Mané 90 +4' - ,Anwar El Ghazi - ,Sadio Mané - Virgil van Dijk - ,,,26.3,73.7,2.0,6.0,4.0,25.0,226.0,634.0,2.0,10.0,3.0,2.0,1.0,2.0,0,0,12.0,9.0,Tom Heaton - Matt Targett - Björn Engels - Frederic Guilbert - Tyrone Mings - Douglas Luiz - John McGinn - Marvelous Nakamba - Wesley - Trézéguet - Anwar El Ghazi - ,Alisson - Virgil van Dijk - Dejan Lovren - Andrew Robertson - Trent Alexander-Arnold - Georginio Wijnaldum - Jordan Henderson - Adam Lallana - Roberto Firmino - Sadio Mané  - Mohamed Salah - 
